idx	x_ang	y_ang	z_ang	shell	V_R	V_TS	Dv
948	61.9547	44.7430	56.8353	7.0	-0.09661139	-0.09694482	-0.00033343
949	61.1935	41.7886	56.0333	4.0	-0.13504154	-0.13559959	-0.00055805
950	53.9531	32.7491	45.7766	7.0	-0.09082743	-0.09031571	0.00051171
951	58.9476	28.7204	63.4704	6.0	-0.10610034	-0.10816448	-0.00206414
952	64.7011	25.6346	48.8062	7.0	-0.09379923	-0.09177991	0.00201932
953	57.1420	29.8963	49.6590	4.0	-0.13796704	-0.13554566	0.00242138
954	63.6965	25.5738	56.6718	5.0	-0.11724227	-0.11605563	0.00118664
955	59.7730	36.8236	44.3875	8.0	-0.08911752	-0.08836170	0.00075582
956	56.3532	31.4614	47.6830	5.0	-0.11618572	-0.11479695	0.00138877
957	65.8096	42.7938	59.1464	8.0	-0.09189655	-0.09224829	-0.00035174
958	69.8053	36.8493	56.1213	8.0	-0.09755165	-0.09716248	0.00038916
959	46.6227	34.4500	51.9593	8.0	-0.07785463	-0.07821542	-0.00036080
960	63.4596	23.8003	58.2504	7.0	-0.09563923	-0.09522330	0.00041593
961	55.5882	23.6112	61.2482	8.0	-0.08160996	-0.08228736	-0.00067740
962	70.2773	35.8898	54.5532	8.0	-0.09623240	-0.09553827	0.00069413
963	52.8293	30.7686	56.9141	2.0	-0.12176442	-0.12253519	-0.00077077
964	63.3923	33.6384	48.3868	4.0	-0.13267420	-0.12972565	0.00294855
965	63.8687	24.6902	53.8135	6.0	-0.10762940	-0.10579349	0.00183591
966	54.1724	30.8361	49.3003	4.0	-0.11656469	-0.11607974	0.00048495
967	49.1311	32.7958	56.8721	5.0	-0.09783988	-0.09862264	-0.00078275
968	65.7217	36.6803	57.2976	4.0	-0.14139750	-0.14173848	-0.00034098
969	63.0976	38.7949	53.4737	4.0	-0.15172322	-0.15184419	-0.00012097
970	48.0855	30.9227	48.7814	8.0	-0.07568253	-0.07579226	-0.00010973
971	50.5374	36.8738	47.3761	8.0	-0.08290213	-0.08297722	-0.00007509
972	53.8048	40.8725	61.7065	6.0	-0.10516442	-0.10600915	-0.00084473
973	55.5125	41.0226	62.3000	6.0	-0.10795450	-0.10884099	-0.00088649
974	53.3905	42.2432	63.1582	8.0	-0.08731996	-0.08801567	-0.00069570
975	60.1829	27.8952	44.9257	8.0	-0.08751951	-0.08604839	0.00147113
976	48.8552	34.3124	51.6271	6.0	-0.09116108	-0.09162572	-0.00046464
977	63.7934	32.5734	64.8910	7.0	-0.09929140	-0.10048854	-0.00119714
978	49.8657	42.2496	56.0119	8.0	-0.08663972	-0.08712309	-0.00048338
979	52.9430	34.7257	62.1147	5.0	-0.11729260	-0.11937720	-0.00208460
980	66.7762	28.4964	46.2706	8.0	-0.08488865	-0.08323980	0.00164885
981	58.7727	33.1092	64.3481	5.0	-0.11627548	-0.11893361	-0.00265813
982	58.7645	36.2410	50.9664	2.0	-0.17048688	-0.16989413	0.00059275
983	59.4781	39.2430	65.8671	8.0	-0.09293127	-0.09396294	-0.00103167
984	66.1187	35.9907	63.2934	7.0	-0.09944149	-0.10020840	-0.00076691
985	66.5346	39.3249	49.5345	8.0	-0.09641421	-0.09577341	0.00064080
