global_idx	min_dist	q
9785	4.969	+0.0303
10029	4.317	+0.0425
10504	5.401	+0.0511
6132	4.003	-0.0050
7320	5.213	-0.0241
5247	4.948	-0.0108
10395	3.466	+0.0453
2489	4.621	-0.0231
3290	4.608	-0.0057
6544	5.315	-0.0194
6773	4.404	-0.0114
2516	4.792	+0.0220
2619	4.697	+0.0333
5969	5.744	-0.0094
2535	5.043	-0.0349
2490	4.596	-0.0048
11047	3.802	-0.0265
12501	4.616	-0.0105
8726	3.980	-0.0111
11022	3.667	-0.0411
3833	3.666	-0.0865
8073	3.708	-0.0170
11689	4.025	+0.0088
9991	3.770	-0.0410
10552	3.207	+0.0325
9386	4.383	+0.0082
9296	4.796	-0.0143
3383	4.733	+0.0268
13117	4.075	-0.0285
12619	3.690	+0.0367
5207	4.510	+0.0107
7428	3.598	-0.0108
7353	4.899	-0.0326
13180	4.089	-0.0272
5184	4.196	+0.0333
9387	4.527	+0.0179
11789	3.262	+0.0520
12517	4.084	+0.0024
12403	3.858	+0.0064
10538	5.366	+0.0223
4523	3.204	-0.0732
7429	3.773	-0.0051
9727	4.398	-0.0394
11296	4.302	-0.0216
11355	4.141	+0.0287
10591	4.791	-0.0024
11984	4.336	-0.0042
8729	4.437	+0.0126
11754	4.223	+0.0313
13794	3.765	-0.0607
8076	4.196	+0.0031
9951	3.546	-0.0321
9818	5.385	+0.0552
11954	4.712	-0.0199
11828	5.051	+0.0192
13097	4.101	-0.0213
6486	4.695	-0.0082
13075	3.922	-0.0044
6007	5.770	-0.0161
8457	3.476	+0.0364
11356	4.039	+0.0428
3273	5.091	+0.0136
4121	4.302	+0.0210
11272	3.908	-0.0144
4632	4.737	-0.0279
6060	5.233	-0.0292
6578	5.535	-0.0048
4028	3.918	-0.0250
3356	4.851	+0.0191
3896	4.898	+0.0101
13772	3.815	-0.0575
8558	3.391	+0.0450
7907	3.535	+0.0325
4597	5.075	-0.0032
4682	5.602	-0.0092
12584	4.760	-0.0247
3810	3.807	-0.0155
11810	4.972	+0.0305
8496	5.352	+0.0245
9974	4.680	+0.0057
11905	3.967	-0.0060
3246	5.201	+0.0138
7845	5.382	+0.0107
2666	4.586	+0.0343
3208	5.088	-0.0432
2488	4.750	-0.0399
3811	4.051	+0.0053
9693	3.836	+0.0289
2542	5.044	+0.0254
5396	5.517	-0.0219
9089	3.549	+0.0406
11106	2.982	+0.0612
12559	4.408	-0.0185
11935	4.111	+0.0180
12444	4.494	+0.0154
6737	4.886	-0.0301
3840	4.455	+0.0244
8541	3.600	+0.0571
13226	4.331	-0.0322
13137	4.168	-0.0312
7890	3.735	+0.0454
2639	4.785	+0.0215
4661	5.701	-0.0077
4094	3.597	-0.0247
11989	3.823	+0.0538
9353	3.740	-0.0421
13795	3.654	-0.0486
10418	4.491	+0.0082
8703	4.582	+0.0061
10346	3.989	-0.0023
5261	4.000	-0.0423
8051	4.618	-0.0053
9385	4.348	-0.0038
4781	5.265	-0.0094
13032	4.001	-0.0118
3947	5.416	+0.0024
4530	4.421	+0.0250
10434	3.001	+0.0617
10347	4.139	-0.0151
2491	4.677	+0.0092
10487	5.460	+0.0549
5876	5.016	-0.0175
10398	4.288	-0.0183
11848	5.080	+0.0074
5812	3.109	+0.0285
11863	3.737	+0.0206
4819	4.148	+0.0089
3404	3.918	+0.0208
3301	5.077	+0.0125
11354	4.355	+0.0125
5891	3.652	-0.0367
5813	3.403	+0.0359
5950	5.741	-0.0084
12335	3.686	-0.0266
5857	4.805	-0.0102
8575	3.320	+0.0243
8441	5.298	-0.0269
2671	4.667	+0.0390
7924	3.467	+0.0109
7791	5.329	-0.0300
10002	4.564	+0.0208
13155	4.576	-0.0213
13819	3.823	-0.0470
13773	3.660	-0.0544
9388	4.722	+0.0230
9698	4.394	-0.0295
4702	5.589	-0.0109
4717	3.674	-0.0394
3157	4.601	-0.0751
3110	4.318	-0.0252
7430	4.062	-0.0028
9109	3.330	+0.0475
11963	3.979	+0.0373
13231	3.817	+0.0028
6755	4.840	-0.0230
10467	3.059	+0.0713
13820	3.801	-0.0418
6463	4.114	+0.0223
13011	4.182	-0.0216
8397	4.837	-0.0242
3111	4.417	-0.0049
7748	4.677	-0.0140
3809	3.682	-0.0376
9210	3.389	+0.0520
11357	4.056	+0.0500
11304	4.231	+0.0288
5927	4.363	-0.0049
11175	3.631	+0.0533
12420	3.483	+0.0273
7267	3.804	+0.0176
3318	4.378	-0.0068
4799	4.914	-0.0032
11663	3.740	-0.0240
12593	3.976	+0.0157
13077	4.244	-0.0138
9041	3.533	+0.0347
9148	5.412	+0.0352
2694	4.495	+0.0440
2646	4.786	+0.0317
12521	4.671	-0.0125
9799	3.078	+0.0679
3409	4.666	+0.0298
5487	3.822	+0.0029
5450	5.178	-0.0171
7204	5.502	-0.0010
9919	5.273	-0.0022
3132	4.309	-0.0768
11664	3.636	-0.0327
5336	4.328	-0.0141
1964	4.735	+0.0251
2695	4.636	+0.0447
9193	3.597	+0.0623
6557	4.046	+0.0029
6684	5.428	-0.0241
10345	3.958	+0.0094
11158	3.476	+0.0599
3911	4.622	-0.0533
3812	4.357	+0.0182
7251	3.991	+0.0298
4500	3.507	+0.0011
13667	3.952	-0.0424
8725	4.064	-0.0227
1965	4.735	+0.0299
8072	3.798	-0.0282
11279	4.467	+0.0102
11792	4.912	+0.0361
4098	5.096	+0.0066
9362	4.653	+0.0188
13730	4.015	-0.0403
3219	5.342	+0.0132
4035	5.326	-0.0024
10683	4.729	-0.0153
10555	5.359	+0.0087
4501	3.770	+0.0172
5811	2.954	+0.0136
7409	4.758	-0.0120
5317	4.772	-0.0090
12565	4.226	-0.0017
1939	4.852	+0.0132
10053	4.695	+0.0148
9954	4.963	-0.0053
13034	3.727	-0.0217
8525	3.711	+0.0588
5432	5.315	-0.0213
7874	3.968	+0.0476
8461	5.369	-0.0076
11323	4.854	-0.0196
6025	5.703	-0.0194
7810	5.399	-0.0155
4640	5.665	-0.0066
9067	3.639	+0.0345
1940	4.852	+0.0204
11911	4.465	+0.0014
6792	3.581	-0.0111
6719	5.127	-0.0302
10629	4.095	-0.0278
10054	4.605	+0.0250
10348	4.164	-0.0252
13818	3.970	-0.0482
13710	4.042	-0.0365
10370	4.026	+0.0332
2510	5.223	-0.0485
9227	3.317	+0.0339
9093	5.103	-0.0198
3109	4.208	-0.0449
6793	3.756	-0.0062
11193	3.565	+0.0412
2585	5.111	-0.0057
7283	3.741	-0.0027
7149	5.277	-0.0273
11018	4.022	+0.0185
5814	3.805	+0.0333
3166	4.917	+0.0182
4761	5.461	-0.0131
8421	5.289	-0.0339
7771	5.270	-0.0312
8730	4.777	+0.0126
9048	4.821	-0.0300
12613	4.645	-0.0199
8077	4.566	+0.0031
11770	3.277	+0.0483
11108	4.769	+0.0412
5355	3.960	-0.0267
8627	5.170	-0.0176
1989	4.719	+0.0334
7106	4.619	-0.0024
7977	5.202	-0.0225
11710	3.587	+0.0284
11662	3.967	-0.0127
13821	3.907	-0.0346
2693	4.461	+0.0373
3139	4.701	+0.0204
13158	4.373	-0.0272
2559	5.220	-0.0199
11249	3.742	-0.0014
3112	4.501	+0.0098
1990	4.720	+0.0363
2487	4.964	-0.0506
1963	4.837	+0.0175
13750	4.110	-0.0414
13668	3.803	-0.0483
5266	5.431	-0.0109
8562	5.866	+0.0199
4611	4.541	-0.0380
7911	5.894	+0.0111
4118	3.707	-0.0124
9745	3.547	+0.0435
4548	3.740	-0.0792
4499	3.371	-0.0187
10569	3.430	+0.0114
10436	4.890	+0.0301
10690	4.321	+0.0454
9384	4.425	-0.0157
11665	3.665	-0.0366
3329	5.159	+0.0107
13199	4.723	-0.0311
10021	4.180	-0.0308
2696	4.755	+0.0399
5896	5.403	-0.0154
6133	4.500	-0.0087
1938	4.952	+0.0043
12537	4.261	-0.0052
10052	4.791	+0.0025
13731	3.826	-0.0479
8545	5.778	+0.0271
3182	4.906	-0.0559
7894	5.807	+0.0169
1966	4.837	+0.0309
7941	3.538	-0.0130
8475	3.541	+0.0432
10653	4.321	-0.0288
2611	5.097	+0.0035
2517	5.067	+0.0208
7824	3.809	+0.0289
12424	4.428	+0.0161
4723	5.663	-0.0124
9177	3.575	+0.0636
11353	4.665	-0.0016
9113	5.366	+0.0016
4502	4.137	+0.0247
11141	3.347	+0.0603
11023	3.952	-0.0349
12334	4.039	-0.0142
7234	4.286	+0.0321
11731	3.371	+0.0377
11332	4.220	+0.0416
7168	5.519	-0.0190
2492	4.859	+0.0161
3375	4.172	-0.0044
11983	4.752	-0.0129
4050	3.776	-0.0336
12379	3.706	+0.0165
13793	4.157	-0.0482
13711	3.854	-0.0442
10376	4.309	-0.0319
12620	3.964	+0.0296
1941	4.952	+0.0241
10055	4.620	+0.0304
5298	4.864	-0.0116
5185	4.605	+0.0200
2594	5.112	+0.0221
3924	5.385	+0.0026
5469	4.880	-0.0101
10607	3.810	-0.0185
10470	5.406	+0.0488
9765	3.328	+0.0501
4570	3.988	-0.0676
1988	4.822	+0.0269
3808	3.688	-0.0535
5837	4.794	+0.0027
6794	4.046	-0.0046
9073	5.023	-0.0316
8579	5.797	+0.0094
9389	4.839	+0.0228
11066	3.388	+0.0430
1916	5.064	+0.0102
7928	5.826	+0.0024
7128	5.173	-0.0237
9279	5.232	-0.0113
13689	4.187	-0.0309
5933	5.823	-0.0086
7431	4.443	-0.0031
9864	3.528	+0.0521
3858	4.199	-0.0774
11179	5.576	+0.0275
9933	3.505	-0.0141
12644	4.142	+0.0123
4122	4.768	+0.0112
7336	5.326	-0.0247
2665	4.763	+0.0185
2568	5.221	+0.0209
6627	4.175	+0.0037
12357	4.028	+0.0061
5223	3.639	-0.0613
9692	3.995	+0.0295
9802	5.513	+0.0392
11358	4.192	+0.0485
12645	4.040	+0.0233
10636	4.684	+0.0121
9214	5.921	+0.0257
13752	3.925	-0.0464
5342	6.087	-0.0113
13225	4.747	-0.0299
10344	4.049	+0.0173
1991	4.822	+0.0351
6561	5.706	-0.0077
7271	6.003	+0.0021
9847	3.694	+0.0605
11161	5.545	+0.0370
11713	4.055	-0.0039
13256	4.140	-0.0064
4146	3.768	+0.0157
6095	5.210	-0.0240
11043	3.737	+0.0334
12988	4.016	-0.0271
2534	5.418	-0.0349
11884	3.930	+0.0074
5810	2.962	-0.0027
6609	4.346	+0.0139
3832	3.930	-0.0784
13257	4.037	+0.0025
13205	4.213	-0.0106
10030	4.661	+0.0282
11688	4.042	+0.0171
4147	3.935	+0.0184
13057	4.199	-0.0097
9197	5.835	+0.0336
3813	4.551	+0.0212
5324	6.103	-0.0094
9244	3.392	+0.0124
9127	3.398	+0.0514
11990	4.089	+0.0436
4555	4.932	+0.0049
6774	4.960	-0.0135
7255	5.918	+0.0065
11211	3.634	+0.0259
3403	4.124	+0.0037
13176	4.778	-0.0221
13796	4.016	-0.0377
7300	3.718	-0.0246
2620	5.098	+0.0220
7182	3.958	+0.0113
13817	4.229	-0.0448
3433	4.061	+0.0268
2465	4.793	-0.0231
9718	4.006	+0.0356
3108	4.214	-0.0579
4522	3.503	-0.0690
11773	4.851	+0.0336
1914	5.160	-0.0089
3434	4.216	+0.0286
3384	5.131	+0.0145
5373	3.689	-0.0416
9881	3.460	+0.0372
9749	4.927	-0.0121
2014	4.807	+0.0365
2466	4.769	-0.0073
11197	5.551	+0.0159
3193	5.311	+0.0120
4820	4.629	+0.0019
8529	5.775	+0.0284
7878	5.803	+0.0181
10664	4.568	+0.0259
8369	3.739	+0.0243
10349	4.305	-0.0300
7722	3.531	+0.0293
6645	4.042	-0.0131
6508	5.273	-0.0203
2015	4.807	+0.0381
3346	4.251	-0.0121
8509	3.724	+0.0527
7858	3.981	+0.0418
2672	4.972	+0.0278
13771	4.317	-0.0394
8370	3.987	+0.0160
9231	5.853	+0.0146
11661	4.255	-0.0018
12542	4.677	-0.0087
4619	5.635	-0.0058
14293	3.590	-0.0655
5360	6.075	-0.0135
6113	5.167	-0.0185
7723	3.792	+0.0235
9699	4.635	-0.0311
2692	4.536	+0.0256
5815	4.284	+0.0235
8682	4.907	-0.0090
7288	5.937	-0.0042
8032	4.941	-0.0164
12382	4.031	-0.0019
5414	5.625	-0.0206
13232	4.084	+0.0029
13691	4.005	-0.0379
6464	4.667	+0.0070
1962	5.035	+0.0087
1917	5.160	+0.0165
8391	3.463	+0.0250
11735	4.382	+0.0155
12478	4.158	+0.0224
4498	3.378	-0.0350
12360	3.804	-0.0189
13822	4.130	-0.0275
13255	4.354	-0.0145
10450	3.231	+0.0599
4145	3.728	+0.0077
4056	5.494	-0.0038
3113	4.690	+0.0160
14357	3.615	-0.0676
2638	4.993	+0.0062
12646	4.057	+0.0298
3869	5.060	+0.0088
8724	4.088	-0.0325
1937	5.146	-0.0041
3410	5.099	+0.0191
5909	4.266	-0.0135
8662	5.051	-0.0157
10051	4.861	-0.0093
12399	3.635	+0.0247
4578	5.233	-0.0021
6043	5.722	-0.0210
8012	5.083	-0.0215
2543	5.418	+0.0187
14335	3.667	-0.0655
11071	4.513	+0.0072
12459	3.927	+0.0271
3983	4.794	-0.0202
3841	4.851	+0.0152
10993	4.254	-0.0108
11691	3.955	-0.0221
8479	5.616	+0.0098
11666	3.824	-0.0350
3432	4.023	+0.0196
2464	4.881	-0.0379
2697	4.957	+0.0317
13094	4.219	+0.0045
13258	4.055	+0.0090
4148	4.213	+0.0163
9831	3.573	+0.0615
11087	3.309	+0.0486
10713	4.698	+0.0175
10994	4.163	-0.0200
3261	5.081	-0.0177
11144	5.478	+0.0406
9768	5.200	+0.0084
11048	4.311	-0.0134
5229	5.204	-0.0077
2013	4.908	+0.0307
1967	5.036	+0.0282
3884	4.531	-0.0588
5157	3.474	+0.0135
13644	4.332	-0.0331
6591	4.618	+0.0157
10714	4.608	+0.0271
4531	4.821	+0.0129
6527	5.555	-0.0175
8368	3.612	+0.0274
7945	5.760	-0.0058
3960	5.198	-0.0232
6152	3.698	-0.0090
6078	5.437	-0.0247
7721	3.395	+0.0291
4503	4.581	+0.0232
9181	5.832	+0.0353
5242	4.018	-0.0439
5158	3.739	+0.0226
5305	6.066	-0.0084
11953	4.734	-0.0185
9018	4.059	+0.0159
1987	5.021	+0.0179
12014	4.375	+0.0195
13181	4.558	-0.0184
7239	5.915	+0.0075
6153	3.868	-0.0048
3234	5.463	-0.0251
3435	4.476	+0.0255
13010	4.251	-0.0073
7080	3.454	+0.0293
9161	3.589	+0.0577
2467	4.848	+0.0050
12497	4.283	+0.0154
9019	4.289	+0.0065
9728	4.845	-0.0264
11123	3.362	+0.0556
1942	5.146	+0.0239
12015	4.278	+0.0300
7217	4.336	+0.0271
10056	4.740	+0.0300
11927	4.379	-0.0131
13774	4.142	-0.0390
7081	3.721	+0.0269
2016	4.908	+0.0357
9936	5.385	-0.0056
13134	4.694	-0.0043
6487	5.169	-0.0141
7390	5.072	-0.0203
2486	5.066	-0.0535
12583	4.782	-0.0187
4841	3.725	+0.0030
6795	4.429	-0.0053
8371	4.335	+0.0046
7724	4.156	+0.0132
9040	3.806	+0.0287
11890	4.993	-0.0018
6702	5.537	-0.0238
8731	4.946	+0.0095
5279	4.673	-0.0180
8398	5.397	-0.0260
1891	5.247	-0.0086
3357	5.332	+0.0083
7749	5.264	-0.0199
4842	3.893	+0.0064
3131	4.536	-0.0696
4005	4.465	-0.0225
9868	5.980	+0.0271
14270	3.753	-0.0594
1892	5.225	+0.0018
8608	3.606	-0.0195
10394	3.681	+0.0394
7957	3.643	-0.0322
9383	4.383	-0.0254
11751	3.438	+0.0419
13666	4.438	-0.0247
6633	6.191	-0.0044
3289	4.771	-0.0151
2647	5.179	+0.0204
4093	3.672	-0.0361
4743	5.821	-0.0131
9352	3.813	-0.0448
9315	5.114	-0.0082
10992	4.281	-0.0011
1992	5.021	+0.0305
10682	4.683	-0.0224
7372	5.211	-0.0240
9990	3.967	-0.0391
9131	5.674	+0.0179
10712	4.887	+0.0059
9851	5.973	+0.0347
13031	4.070	+0.0017
13645	3.855	-0.0405
9898	3.531	+0.0192
11352	5.054	-0.0114
11215	5.467	+0.0066
9782	3.396	+0.0524
4591	4.448	-0.0441
7186	5.760	-0.0064
12333	4.475	-0.0031
13845	4.368	-0.0276
6615	6.108	-0.0014
6662	3.776	-0.0313
6540	4.063	-0.0054
8052	4.994	-0.0081
9970	3.927	-0.0360
1913	5.346	-0.0170
2509	5.360	-0.0458
9247	5.787	+0.0041
13846	4.271	-0.0221
5379	6.064	-0.0154
9017	3.942	+0.0216
11295	4.438	-0.0199
10995	4.188	-0.0263
12013	4.578	+0.0075
12439	3.814	+0.0289
7305	5.872	-0.0102
11017	4.291	+0.0225
13118	4.725	-0.0129
7079	3.315	+0.0257
3156	4.820	-0.0607
14271	3.641	-0.0629
9293	3.685	-0.0389
10715	4.623	+0.0323
3807	3.825	-0.0596
13074	4.113	+0.0075
2493	5.130	+0.0164
12642	4.666	-0.0085
12404	4.471	+0.0111
10415	3.470	+0.0457
12612	5.132	-0.0197
12483	5.219	+0.0048
13012	3.907	-0.0213
5159	4.108	+0.0244
9885	5.941	+0.0166
2720	4.554	+0.0315
5179	3.325	-0.0453
4840	3.684	-0.0045
6154	4.150	-0.0037
3937	5.216	-0.0300
10517	3.793	+0.0463
1890	5.361	-0.0189
5871	3.802	-0.0336
13098	4.747	-0.0077
6650	6.127	-0.0086
9020	4.614	-0.0040
10587	3.772	-0.0050
2721	4.692	+0.0327
12016	4.295	+0.0358
11964	4.460	+0.0208
8513	5.856	+0.0241
3274	5.639	+0.0053
7862	5.884	+0.0146
9390	5.011	+0.0185
11824	4.108	+0.0356
13254	4.664	-0.0195
14381	3.828	-0.0569
7082	4.091	+0.0190
9049	5.137	-0.0283
4144	3.817	-0.0038
3207	5.379	-0.0348
3897	5.444	+0.0026
14356	3.898	-0.0587
7432	4.896	-0.0046
10343	4.256	+0.0212
10453	5.442	+0.0361
4117	3.845	-0.0266
12464	5.187	+0.0113
3992	5.876	-0.0032
5982	4.561	-0.0069
7107	5.213	-0.0116
1918	5.347	+0.0186
12558	4.541	-0.0107
3140	5.079	+0.0147
14382	3.806	-0.0550
8436	3.890	+0.0242
7786	3.744	+0.0111
9259	3.604	-0.0069
12987	4.454	-0.0148
4843	4.174	+0.0059
4800	5.507	-0.0082
10500	3.823	+0.0529
11229	3.833	+0.0107
11091	4.910	+0.0235
11359	4.436	+0.0401
12594	4.458	+0.0075
5809	3.130	-0.0147
5915	5.932	-0.0092
4674	4.703	-0.0187
13669	4.198	-0.0319
3247	5.738	+0.0057
12336	3.827	-0.0300
1893	5.297	+0.0096
11806	3.875	+0.0406
13729	4.603	-0.0219
3431	4.106	+0.0083
12647	4.193	+0.0302
2463	4.886	-0.0477
10691	4.664	+0.0316
11936	4.684	+0.0074
3970	5.971	-0.0023
13844	4.522	-0.0309
4071	3.761	-0.0388
13138	4.805	-0.0161
5248	5.578	-0.0095
5489	4.699	-0.0045
2040	4.992	+0.0343
13816	4.581	-0.0379
2012	5.104	+0.0219
11322	4.890	-0.0216
3107	4.334	-0.0618
14314	3.973	-0.0522
6134	5.045	-0.0113
9363	5.025	+0.0087
4653	5.113	-0.0170
8415	3.767	+0.0201
8367	3.618	+0.0257
2041	4.993	+0.0355
3814	4.840	+0.0174
12502	5.292	-0.0014
7766	3.617	+0.0080
7720	3.402	+0.0241
11982	5.229	-0.0169
12516	4.341	+0.0074
13709	4.626	-0.0186
13622	3.750	-0.0449
7410	5.123	-0.0129
10369	4.125	+0.0310
13792	4.622	-0.0352
13259	4.191	+0.0113
4782	5.786	-0.0118
2518	5.419	+0.0160
4149	4.582	+0.0114
14358	3.791	-0.0557
2584	5.532	-0.0124
13154	4.748	-0.0086
13035	4.245	-0.0094
10534	3.730	+0.0347
9835	5.970	+0.0367
10399	4.848	-0.0069
8644	5.376	-0.0158
11024	4.332	-0.0259
7994	5.407	-0.0200
9668	4.450	+0.0068
3302	5.627	+0.0043
13847	4.287	-0.0165
11842	4.076	+0.0271
2719	4.520	+0.0255
11660	4.452	+0.0067
14292	3.999	-0.0498
9815	3.587	+0.0565
11271	4.177	-0.0122
2691	4.715	+0.0120
11127	5.424	+0.0370
12963	3.871	-0.0351
4014	5.864	-0.0044
6001	4.213	-0.0193
6437	3.517	+0.0244
5858	5.361	-0.0121
9669	4.586	-0.0022
4027	4.226	-0.0283
12621	4.336	+0.0200
10350	4.550	-0.0292
10003	5.087	+0.0077
5186	4.990	+0.0080
6573	4.768	+0.0116
3436	4.825	+0.0194
12964	3.770	-0.0387
14380	3.974	-0.0548
2558	5.670	-0.0218
2468	5.023	+0.0114
11755	4.891	+0.0251
6438	3.780	+0.0253
2664	4.883	+0.0039
9165	5.912	+0.0308
3317	4.549	-0.0170
3167	5.371	+0.0104
4695	4.366	-0.0251
12989	3.803	-0.0313
5286	6.038	-0.0079
6756	5.293	-0.0201
9691	4.238	+0.0272
4497	3.526	-0.0436
13749	4.686	-0.0241
5816	4.817	+0.0118
7222	5.994	+0.0054
2017	5.104	+0.0302
11904	4.231	-0.0032
13224	5.196	-0.0250
2722	4.928	+0.0296
12308	4.019	-0.0257
6459	3.222	-0.0101
8492	3.867	+0.0426
8372	4.761	-0.0059
3085	4.454	-0.0172
11305	4.790	+0.0131
4123	5.286	+0.0032
7841	4.114	+0.0323
7725	4.599	+0.0019
9088	3.887	+0.0326
4598	5.691	-0.0051
1936	5.424	-0.0107
10991	4.366	+0.0069
7143	3.727	-0.0039
10050	4.763	-0.0186
12309	3.922	-0.0310
3086	4.664	-0.0032
13198	5.029	-0.0213
13078	4.831	-0.0032
14334	4.068	-0.0513
13823	4.427	-0.0215
10020	4.245	-0.0341
14383	3.912	-0.0497
9975	5.271	-0.0013
10711	5.166	-0.0050
3114	4.970	+0.0154
5451	5.604	-0.0168
14315	3.825	-0.0556
2039	5.090	+0.0292
8612	5.750	-0.0074
3785	4.082	-0.0080
12445	5.127	+0.0153
5155	3.343	-0.0135
6738	5.426	-0.0230
7961	5.778	-0.0114
9786	5.636	+0.0223
2610	5.249	-0.0068
3402	4.275	-0.0110
3786	4.310	+0.0045
6545	5.955	-0.0096
10483	3.706	+0.0540
9066	4.036	+0.0277
9016	3.948	+0.0231
10419	5.125	+0.0107
12012	4.874	-0.0030
3374	4.238	-0.0175
3220	5.848	+0.0057
13732	4.401	-0.0302
11788	3.759	+0.0417
11667	4.098	-0.0294
14294	3.852	-0.0541
7123	3.598	-0.0060
7078	3.322	+0.0182
9903	5.926	+0.0068
2698	5.245	+0.0225
11991	4.450	+0.0305
9667	4.361	+0.0137
12566	4.786	-0.0027
13797	4.459	-0.0280
1986	5.306	+0.0083
3948	5.997	-0.0017
5944	5.026	+0.0015
2042	5.090	+0.0328
5877	5.639	-0.0130
9297	5.436	-0.0104
12962	4.090	-0.0280
6667	6.064	-0.0126
1968	5.320	+0.0230
6436	3.382	+0.0183
9950	3.966	-0.0250
11333	4.677	+0.0244
7354	5.527	-0.0218
10996	4.328	-0.0283
8456	3.947	+0.0296
7806	4.113	+0.0178
4631	5.239	-0.0199
4504	4.910	+0.0166
4821	5.161	-0.0036
13712	4.426	-0.0271
1889	5.561	-0.0266
10377	4.764	-0.0210
13688	4.610	-0.0148
8442	5.804	-0.0132
10716	4.743	+0.0320
7792	5.832	-0.0165
11709	3.795	+0.0292
4077	5.742	-0.0047
10592	5.473	-0.0017
2595	5.571	+0.0132
5470	5.477	-0.0125
12419	3.827	+0.0281
5160	4.556	+0.0199
9670	4.820	-0.0109
11829	5.723	+0.0160
1943	5.424	+0.0205
12356	4.096	+0.0135
2673	5.351	+0.0176
12307	4.231	-0.0179
5838	5.259	-0.0056
10057	4.957	+0.0250
3084	4.348	-0.0313
14248	3.928	-0.0549
6155	4.524	-0.0046
8422	5.752	-0.0224
9700	4.963	-0.0274
13052	4.125	+0.0091
12965	3.798	-0.0382
14336	3.924	-0.0524
7772	5.782	-0.0223
14269	4.146	-0.0448
6439	4.145	+0.0207
6061	5.825	-0.0205
9144	3.736	+0.0480
9021	5.016	-0.0126
12017	4.423	+0.0355
6796	4.883	-0.0068
10522	6.071	+0.0241
4547	4.126	-0.0573
6465	5.252	-0.0034
8723	4.034	-0.0389
11105	3.519	+0.0479
13159	4.984	-0.0156
7199	4.458	+0.0190
7083	4.540	+0.0087
8071	3.841	-0.0444
9915	3.735	+0.0021
11234	5.472	+0.0014
2569	5.671	+0.0129
4683	6.263	-0.0080
2533	5.711	-0.0321
3910	5.039	-0.0369
11811	5.653	+0.0225
3831	4.293	-0.0644
3784	3.966	-0.0220
6679	3.629	-0.0451
5990	6.449	-0.0076
11687	4.110	+0.0210
12522	5.277	-0.0047
13843	4.751	-0.0312
13753	4.488	-0.0303
8754	4.644	-0.0031
12310	3.949	-0.0327
5260	4.583	-0.0236
4844	4.546	+0.0030
8102	4.414	-0.0074
9264	5.806	-0.0032
1867	5.308	-0.0141
3181	5.207	-0.0429
3087	4.883	+0.0068
5397	6.082	-0.0163
10652	4.495	-0.0282
10505	6.085	+0.0308
7321	5.891	-0.0142
10551	3.797	+0.0204
1894	5.458	+0.0135
3411	5.486	+0.0100
8755	4.780	+0.0026
10433	3.535	+0.0476
1993	5.306	+0.0240
8103	4.557	-0.0024
1912	5.615	-0.0220
1868	5.286	-0.0038
3330	5.700	+0.0030
4662	6.352	-0.0068
11862	4.137	+0.0167
13206	4.670	-0.0086
10031	5.078	+0.0158
11381	4.804	+0.0159
11280	5.097	+0.0030
4521	3.906	-0.0577
13643	4.677	-0.0190
5970	6.370	-0.0056
10628	4.352	-0.0245
4036	5.935	-0.0056
6020	3.960	-0.0329
5890	4.282	-0.0183
12378	3.908	+0.0210
3787	4.634	+0.0122
6775	5.342	-0.0140
11382	4.716	+0.0242
2718	4.594	+0.0160
2621	5.558	+0.0128
12641	5.055	-0.0139
11849	5.728	+0.0086
5508	3.938	-0.0061
5433	5.815	-0.0180
4716	4.122	-0.0337
9108	3.819	+0.0369
13770	4.869	-0.0248
3385	5.588	+0.0057
5509	4.098	-0.0025
14379	4.233	-0.0490
7163	4.097	+0.0040
9094	5.668	-0.0083
10539	6.047	+0.0153
13848	4.416	-0.0121
14272	4.004	-0.0495
2485	5.260	-0.0503
2441	4.997	-0.0198
3857	4.547	-0.0568
13621	4.648	-0.0251
7150	5.872	-0.0169
13253	5.053	-0.0210
4703	6.251	-0.0094
8390	3.870	+0.0183
8624	3.831	-0.0324
4143	4.028	-0.0159
7743	3.668	+0.0094
7973	3.628	-0.0433
9819	6.048	+0.0327
14355	4.278	-0.0471
2442	5.035	-0.0073
4762	6.057	-0.0128
6008	6.389	-0.0103
9074	5.509	-0.0198
6579	6.182	-0.0013
7129	5.693	-0.0191
13692	4.558	-0.0229
9744	3.885	+0.0354
9382	4.333	-0.0318
2637	5.048	-0.0055
8732	5.205	+0.0051
8079	5.237	-0.0018
11042	3.937	+0.0312
8753	4.611	-0.0103
2038	5.269	+0.0209
2723	5.247	+0.0237
6502	3.838	-0.0174
8101	4.379	-0.0141
1866	5.420	-0.0241
3430	4.303	-0.0041
12361	4.313	-0.0091
2462	4.989	-0.0509
1919	5.615	+0.0172
8497	6.018	+0.0164
7846	6.045	+0.0087
9413	4.963	+0.0019
11351	5.232	-0.0173
7453	4.287	-0.0101
2011	5.384	+0.0118
12332	4.499	+0.0052
11714	4.642	+0.0024
5202	3.917	-0.0459
14384	4.135	-0.0424
11380	4.990	+0.0060
11636	4.391	-0.0157
13175	4.901	-0.0120
9414	5.091	+0.0080
8366	3.757	+0.0213
7719	3.549	+0.0174
2544	5.853	+0.0119
12648	4.437	+0.0255
7454	4.434	-0.0057
9717	4.193	+0.0298
9666	4.366	+0.0175
11730	3.725	+0.0344
11637	4.302	-0.0219
11793	5.585	+0.0254
3842	5.311	+0.0071
13058	4.769	-0.0014
