idx	x	y	z	min_dist	nearest_el	V_R	V_TS	Dv
4940	67.4108	29.3430	54.0110	6.290	O	-0.12481768	-0.12212749	0.00269019
4941	67.4108	29.3430	54.7110	6.157	O	-0.12557486	-0.12311009	0.00246476
4942	67.4108	29.3430	55.4110	6.102	O	-0.12532456	-0.12314713	0.00217743
4943	67.4108	29.3430	56.1110	6.127	O	-0.12409302	-0.12224325	0.00184978
4944	67.4108	29.3430	56.8110	6.231	O	-0.12198062	-0.12047454	0.00150608
4945	67.4108	29.3430	57.5110	6.410	O	-0.11914465	-0.11797549	0.00116917
4946	67.4108	29.3430	58.2110	6.658	O	-0.11577019	-0.11491315	0.00085704
4947	67.4108	29.3430	58.9110	6.968	O	-0.11203974	-0.11145854	0.00058120
4948	67.4108	29.3430	59.6110	7.332	O	-0.10811168	-0.10776486	0.00034682
4949	67.4108	29.3430	60.3110	7.743	O	-0.10411066	-0.10395644	0.00015422
4950	67.4108	29.3430	61.0110	8.192	O	-0.10012751	-0.10012701	0.00000050
4951	67.4108	29.3430	61.7110	8.675	O	-0.09622441	-0.09634328	-0.00011887
4952	68.1108	29.3430	48.4110	8.673	O	-0.09220589	-0.09031917	0.00188672
4953	68.1108	29.3430	49.1110	8.294	O	-0.09587083	-0.09384082	0.00203001
4954	68.1108	29.3430	49.8110	7.959	O	-0.09953347	-0.09736813	0.00216533
4955	68.1108	29.3430	50.5110	7.673	O	-0.10310904	-0.10082595	0.00228309
4956	68.1108	29.3430	51.2110	7.442	O	-0.10649202	-0.10412012	0.00237190
4957	68.1108	29.3430	51.9110	7.272	O	-0.10956019	-0.10714033	0.00241986
4958	68.1108	29.3430	52.6110	7.166	O	-0.11218312	-0.10976665	0.00241648
4959	68.1108	29.3430	53.3110	7.111	O	-0.11423451	-0.11187963	0.00235488
4960	68.1108	29.3430	54.0110	6.923	O	-0.11560654	-0.11337294	0.00223361
4961	68.1108	29.3430	54.7110	6.803	O	-0.11622400	-0.11416672	0.00205728
4962	68.1108	29.3430	55.4110	6.753	O	-0.11605569	-0.11421954	0.00183615
4963	68.1108	29.3430	56.1110	6.775	O	-0.11512058	-0.11353604	0.00158454
4964	68.1108	29.3430	56.8110	6.870	O	-0.11348605	-0.11216741	0.00131864
4965	68.1108	29.3430	57.5110	7.032	O	-0.11125746	-0.11020337	0.00105409
4966	68.1108	29.3430	58.2110	7.259	O	-0.10856143	-0.10775756	0.00080387
4967	68.1108	29.3430	58.9110	7.545	O	-0.10552800	-0.10495086	0.00057714
4968	68.1108	29.3430	59.6110	7.882	O	-0.10227643	-0.10189739	0.00037903
4969	68.1108	29.3430	60.3110	8.265	O	-0.09890710	-0.09869583	0.00021127
4970	68.1108	29.3430	61.0110	8.688	O	-0.09549902	-0.09542598	0.00007303
4971	68.8108	29.3430	49.1110	8.859	O	-0.09125194	-0.08946507	0.00178687
4972	68.8108	29.3430	49.8110	8.546	O	-0.09436632	-0.09248124	0.00188508
4973	68.8108	29.3430	50.5110	8.280	O	-0.09737029	-0.09540363	0.00196666
4974	68.8108	29.3430	51.2110	8.067	O	-0.10018032	-0.09815659	0.00202372
4975	68.8108	29.3430	51.9110	7.910	O	-0.10270339	-0.10065491	0.00204848
4976	68.8108	29.3430	52.6110	7.813	O	-0.10484329	-0.10280892	0.00203437
4977	68.8108	29.3430	53.3110	7.740	O	-0.10650910	-0.10453172	0.00197738
4978	68.8108	29.3430	54.0110	7.568	O	-0.10762480	-0.10574780	0.00187700
4979	68.8108	29.3430	54.7110	7.458	O	-0.10813834	-0.10640170	0.00173664
4980	68.8108	29.3430	55.4110	7.413	O	-0.10802863	-0.10646531	0.00156332
4981	68.8108	29.3430	56.1110	7.433	O	-0.10730889	-0.10594213	0.00136676
4982	68.8108	29.3430	56.8110	7.519	O	-0.10602507	-0.10486710	0.00115797
4983	68.8108	29.3430	57.5110	7.668	O	-0.10424943	-0.10330157	0.00094786
4984	68.8108	29.3430	58.2110	7.877	O	-0.10207054	-0.10132471	0.00074583
4985	68.8108	29.3430	58.9110	8.141	O	-0.09958232	-0.09902331	0.00055901
4986	68.8108	29.3430	59.6110	8.454	O	-0.09687476	-0.09648278	0.00039198
4987	68.8108	29.3430	60.3110	8.812	O	-0.09402759	-0.09378066	0.00024693
4988	69.5108	29.3430	50.5110	8.901	O	-0.09214530	-0.09044065	0.00170465
4989	69.5108	29.3430	51.2110	8.703	O	-0.09449933	-0.09275897	0.00174036
4990	69.5108	29.3430	51.9110	8.558	O	-0.09659568	-0.09484523	0.00175045
4991	69.5108	29.3430	52.6110	8.468	O	-0.09836262	-0.09663185	0.00173077
4992	69.5108	29.3430	53.3110	8.381	O	-0.09973381	-0.09805483	0.00167898
4993	69.5108	29.3430	54.0110	8.222	O	-0.10065468	-0.09905962	0.00159506
4994	69.5108	29.3430	54.7110	8.121	O	-0.10108835	-0.09960677	0.00148158
4995	69.5108	29.3430	55.4110	8.079	O	-0.10101994	-0.09967648	0.00134346
4996	69.5108	29.3430	56.1110	8.098	O	-0.10045853	-0.09927111	0.00118742
4997	69.5108	29.3430	56.8110	8.177	O	-0.09943597	-0.09841483	0.00102115
4998	69.5108	29.3430	57.5110	8.314	O	-0.09800288	-0.09715055	0.00085233
4999	69.5108	29.3430	58.2110	8.507	O	-0.09622241	-0.09553454	0.00068787
5000	69.5108	29.3430	58.9110	8.752	O	-0.09416340	-0.09363015	0.00053325
5001	70.2108	29.3430	54.0110	8.883	O	-0.09452147	-0.09315208	0.00136939
5002	70.2108	29.3430	54.7110	8.789	O	-0.09489212	-0.09361575	0.00127637
5003	70.2108	29.3430	55.4110	8.751	O	-0.09485258	-0.09368795	0.00116464
5004	70.2108	29.3430	56.1110	8.768	O	-0.09440906	-0.09337010	0.00103896
5005	70.2108	29.3430	56.8110	8.841	O	-0.09358399	-0.09267922	0.00090477
5006	70.2108	29.3430	57.5110	8.968	O	-0.09241349	-0.09164588	0.00076761
5007	47.1108	30.0430	52.6110	8.813	H	-0.07691593	-0.07724248	-0.00032655
5008	47.1108	30.0430	53.3110	8.642	H	-0.07763131	-0.07799793	-0.00036662
5009	47.1108	30.0430	54.0110	8.525	H	-0.07816497	-0.07857014	-0.00040517
5010	47.1108	30.0430	54.7110	8.465	H	-0.07851048	-0.07895308	-0.00044260
5011	47.1108	30.0430	55.4110	8.462	H	-0.07866487	-0.07914429	-0.00047941
5012	47.1108	30.0430	56.1110	8.517	H	-0.07862781	-0.07914368	-0.00051587
5013	47.1108	30.0430	56.8110	8.629	H	-0.07840096	-0.07895276	-0.00055180
5014	47.1108	30.0430	57.5110	8.795	H	-0.07798783	-0.07857429	-0.00058645
5015	47.8108	30.0430	51.2110	8.694	H	-0.07841190	-0.07866767	-0.00025577
5016	47.8108	30.0430	51.9110	8.405	H	-0.07959038	-0.07989490	-0.00030451
5017	47.8108	30.0430	52.6110	8.166	H	-0.08058828	-0.08093943	-0.00035115
5018	47.8108	30.0430	53.3110	7.981	H	-0.08138836	-0.08178351	-0.00039515
5019	47.8108	30.0430	54.0110	7.854	H	-0.08197946	-0.08241628	-0.00043681
5020	47.8108	30.0430	54.7110	7.789	H	-0.08235615	-0.08283329	-0.00047714
5021	47.8108	30.0430	55.4110	7.786	H	-0.08251737	-0.08303471	-0.00051734
5022	47.8108	30.0430	56.1110	7.846	H	-0.08246461	-0.08302285	-0.00055824
5023	47.8108	30.0430	56.8110	7.967	H	-0.08220063	-0.08280039	-0.00059976
5024	47.8108	30.0430	57.5110	8.147	H	-0.08172914	-0.08236996	-0.00064082
5025	47.8108	30.0430	58.2110	8.381	H	-0.08105559	-0.08173520	-0.00067961
5026	47.8108	30.0430	58.9110	8.666	H	-0.08018837	-0.08090245	-0.00071408
5027	47.8108	30.0430	59.6110	8.996	H	-0.07913974	-0.07988214	-0.00074240
5028	48.5108	30.0430	49.8110	8.855	H	-0.07894124	-0.07909747	-0.00015624
5029	48.5108	30.0430	50.5110	8.456	H	-0.08060880	-0.08082231	-0.00021351
5030	48.5108	30.0430	51.2110	8.098	H	-0.08212654	-0.08239794	-0.00027140
5031	48.5108	30.0430	51.9110	7.787	H	-0.08346125	-0.08378881	-0.00032755
5032	48.5108	30.0430	52.6110	7.528	H	-0.08458453	-0.08496450	-0.00037997
5033	48.5108	30.0430	53.3110	7.327	H	-0.08547579	-0.08590356	-0.00042777
5034	48.5108	30.0430	54.0110	7.189	H	-0.08612392	-0.08659559	-0.00047167
5035	48.5108	30.0430	54.7110	7.117	H	-0.08652658	-0.08704037	-0.00051379
5036	48.5108	30.0430	55.4110	7.114	H	-0.08668720	-0.08724396	-0.00055676
5037	48.5108	30.0430	56.1110	7.180	H	-0.08661106	-0.08721354	-0.00060247
5038	48.5108	30.0430	56.8110	7.312	H	-0.08630263	-0.08695370	-0.00065107
5039	48.5108	30.0430	57.5110	7.507	H	-0.08576513	-0.08646594	-0.00070080
5040	48.5108	30.0430	58.2110	7.761	H	-0.08500243	-0.08575110	-0.00074866
5041	48.5108	30.0430	58.9110	8.068	H	-0.08402173	-0.08481306	-0.00079132
5042	48.5108	30.0430	59.6110	8.422	H	-0.08283569	-0.08366165	-0.00082597
5043	48.5108	30.0430	60.3110	8.817	H	-0.08146305	-0.08231380	-0.00085075
5044	49.2108	30.0430	49.1110	8.790	H	-0.08050554	-0.08059460	-0.00008906
5045	49.2108	30.0430	49.8110	8.329	H	-0.08253333	-0.08268628	-0.00015295
5046	49.2108	30.0430	50.5110	7.904	H	-0.08443566	-0.08465663	-0.00022097
5047	49.2108	30.0430	51.2110	7.520	H	-0.08616722	-0.08645710	-0.00028989
5048	49.2108	30.0430	51.9110	7.184	H	-0.08768369	-0.08803952	-0.00035582
5049	49.2108	30.0430	52.6110	6.902	H	-0.08894740	-0.08936265	-0.00041524
5050	49.2108	30.0430	53.3110	6.682	H	-0.08993300	-0.09039942	-0.00046642
5051	49.2108	30.0430	54.0110	6.531	H	-0.09063094	-0.09114153	-0.00051059
5052	49.2108	30.0430	54.7110	6.452	H	-0.09104612	-0.09159812	-0.00055199
5053	49.2108	30.0430	55.4110	6.448	H	-0.09119168	-0.09178775	-0.00059606
5054	49.2108	30.0430	56.1110	6.521	H	-0.09108056	-0.09172736	-0.00064680
5055	49.2108	30.0430	56.8110	6.666	H	-0.09071979	-0.09142450	-0.00070471
5056	49.2108	30.0430	57.5110	6.880	H	-0.09011022	-0.09087693	-0.00076671
5057	49.2108	30.0430	58.2110	7.156	H	-0.08925100	-0.09007855	-0.00082754
5058	49.2108	30.0430	58.9110	7.487	H	-0.08814549	-0.08902720	-0.00088171
5059	49.2108	30.0430	59.6110	7.867	H	-0.08680538	-0.08773029	-0.00092491
5060	49.2108	30.0430	60.3110	8.289	H	-0.08525194	-0.08620655	-0.00095462
5061	49.2108	30.0430	61.0110	8.747	H	-0.08351445	-0.08448455	-0.00097010
5062	49.9108	30.0430	48.4110	8.836	H	-0.08168901	-0.08169227	-0.00000326
5063	49.9108	30.0430	49.1110	8.319	H	-0.08408892	-0.08415872	-0.00006980
5064	49.9108	30.0430	49.8110	7.831	H	-0.08640785	-0.08655347	-0.00014562
5065	49.9108	30.0430	50.5110	7.377	H	-0.08859168	-0.08881974	-0.00022805
5066	49.9108	30.0430	51.2110	6.964	H	-0.09057973	-0.09089213	-0.00031240
5067	49.9108	30.0430	51.9110	6.600	H	-0.09231042	-0.09270268	-0.00039227
5068	49.9108	30.0430	52.6110	6.292	H	-0.09373077	-0.09419186	-0.00046109
5069	49.9108	30.0430	53.3110	6.050	H	-0.09480751	-0.09532248	-0.00051497
5070	49.9108	30.0430	54.0110	5.882	H	-0.09553503	-0.09609066	-0.00055563
5071	49.9108	30.0430	54.7110	5.795	H	-0.09593378	-0.09652492	-0.00059114
5072	49.9108	30.0430	55.4110	5.791	H	-0.09603728	-0.09666988	-0.00063260
5073	49.9108	30.0430	56.1110	5.871	H	-0.09587373	-0.09656195	-0.00068822
5074	49.9108	30.0430	56.8110	6.032	H	-0.09545374	-0.09621280	-0.00075906
5075	49.9108	30.0430	57.5110	6.267	H	-0.09477106	-0.09561020	-0.00083915
5076	49.9108	30.0430	58.2110	6.569	H	-0.09381343	-0.09473241	-0.00091898
5077	49.9108	30.0430	58.9110	6.929	H	-0.09257517	-0.09356461	-0.00098944
5078	49.9108	30.0430	59.6110	7.338	H	-0.09106487	-0.09210895	-0.00104407
5079	49.9108	30.0430	60.3110	7.788	H	-0.08930682	-0.09038651	-0.00107969
5080	49.9108	30.0430	61.0110	8.274	H	-0.08733766	-0.08843358	-0.00109592
5081	49.9108	30.0430	61.7110	8.788	H	-0.08520120	-0.08629555	-0.00109435
5082	50.6108	30.0430	47.7110	8.910	O	-0.08242498	-0.08232633	0.00009865
5083	50.6108	30.0430	48.4110	8.395	O	-0.08518331	-0.08514710	0.00003621
5084	50.6108	30.0430	49.1110	7.883	H	-0.08792372	-0.08796427	-0.00004055
5085	50.6108	30.0430	49.8110	7.366	H	-0.09059194	-0.09072325	-0.00013131
5086	50.6108	30.0430	50.5110	6.881	H	-0.09311868	-0.09335197	-0.00023329
5087	50.6108	30.0430	51.2110	6.437	H	-0.09542118	-0.09576129	-0.00034011
5088	50.6108	30.0430	51.9110	6.040	H	-0.09741044	-0.09785192	-0.00044148
5089	50.6108	30.0430	52.6110	5.703	H	-0.09900651	-0.09953151	-0.00052501
5090	50.6108	30.0430	53.3110	5.435	H	-0.10016040	-0.10074190	-0.00058150
5091	50.6108	30.0430	54.0110	5.247	H	-0.10087338	-0.10148546	-0.00061208
5092	50.6108	30.0430	54.7110	5.148	H	-0.10119772	-0.10182938	-0.00063167
5093	50.6108	30.0430	55.4110	5.144	H	-0.10120970	-0.10187260	-0.00066289
5094	50.6108	30.0430	56.1110	5.234	H	-0.10096811	-0.10169077	-0.00072267
5095	50.6108	30.0430	56.8110	5.414	H	-0.10048734	-0.10129983	-0.00081249
5096	50.6108	30.0430	57.5110	5.675	H	-0.09974250	-0.10066255	-0.00092005
5097	50.6108	30.0430	58.2110	6.007	H	-0.09869604	-0.09972395	-0.00102790
5098	50.6108	30.0430	58.9110	6.398	H	-0.09732403	-0.09844515	-0.00112112
5099	50.6108	30.0430	59.6110	6.839	H	-0.09562907	-0.09681960	-0.00119053
5100	50.6108	30.0430	60.3110	7.321	H	-0.09364023	-0.09487282	-0.00123259
5101	50.6108	30.0430	61.0110	7.835	H	-0.09140548	-0.09265349	-0.00124801
5102	50.6108	30.0430	61.7110	8.361	H	-0.08898222	-0.09022234	-0.00124012
5103	50.6108	30.0430	62.4110	8.804	H	-0.08642917	-0.08764264	-0.00121346
5104	51.3108	30.0430	47.7110	8.508	O	-0.08574728	-0.08558788	0.00015941
5105	51.3108	30.0430	48.4110	7.967	O	-0.08887842	-0.08878675	0.00009167
5106	51.3108	30.0430	49.1110	7.452	O	-0.09202107	-0.09201693	0.00000415
5107	51.3108	30.0430	49.8110	6.940	H	-0.09511185	-0.09521641	-0.00010456
5108	51.3108	30.0430	50.5110	6.424	H	-0.09806343	-0.09829615	-0.00023272
5109	51.3108	30.0430	51.2110	5.945	H	-0.10076262	-0.10113553	-0.00037291
5110	51.3108	30.0430	51.9110	5.513	H	-0.10307687	-0.10358651	-0.00050965
5111	51.3108	30.0430	52.6110	5.141	H	-0.10487676	-0.10549696	-0.00062020
5112	51.3108	30.0430	53.3110	4.842	H	-0.10607829	-0.10676129	-0.00068299
5113	51.3108	30.0430	54.0110	4.630	H	-0.10669031	-0.10738425	-0.00069394
5114	51.3108	30.0430	54.7110	4.518	H	-0.10682813	-0.10750736	-0.00067923
5115	51.3108	30.0430	55.4110	4.514	H	-0.10665889	-0.10734423	-0.00068534
5116	51.3108	30.0430	56.1110	4.616	H	-0.10630348	-0.10705081	-0.00074732
5117	51.3108	30.0430	56.8110	4.819	H	-0.10577592	-0.10664201	-0.00086608
5118	51.3108	30.0430	57.5110	5.111	H	-0.10500486	-0.10602033	-0.00101547
5119	51.3108	30.0430	58.2110	5.477	H	-0.10389990	-0.10506358	-0.00116368
5120	51.3108	30.0430	58.9110	5.903	H	-0.10240419	-0.10369153	-0.00128734
5121	51.3108	30.0430	59.6110	6.378	H	-0.10051222	-0.10188665	-0.00137443
5122	51.3108	30.0430	60.3110	6.892	H	-0.09826274	-0.09968483	-0.00142209
5123	51.3108	30.0430	61.0110	7.402	H	-0.09572217	-0.09715554	-0.00143337
5124	51.3108	30.0430	61.7110	7.837	H	-0.09296807	-0.09438255	-0.00141448
5125	51.3108	30.0430	62.4110	8.309	H	-0.09007695	-0.09144965	-0.00137270
5126	51.3108	30.0430	63.1110	8.810	H	-0.08711684	-0.08843192	-0.00131508
5127	52.0108	30.0430	47.0110	8.734	O	-0.08574904	-0.08545984	0.00028919
5128	52.0108	30.0430	47.7110	8.147	O	-0.08920718	-0.08896721	0.00023997
5129	52.0108	30.0430	48.4110	7.579	O	-0.09276682	-0.09259732	0.00016951
5130	52.0108	30.0430	49.1110	7.036	O	-0.09638354	-0.09631100	0.00007254
5131	52.0108	30.0430	49.8110	6.522	O	-0.09998750	-0.10004319	-0.00005569
5132	52.0108	30.0430	50.5110	6.013	H	-0.10347309	-0.10369014	-0.00021705
5133	52.0108	30.0430	51.2110	5.498	H	-0.10668876	-0.10709462	-0.00040586
5134	52.0108	30.0430	51.9110	5.028	H	-0.10943576	-0.11003802	-0.00060225
5135	52.0108	30.0430	52.6110	4.617	H	-0.11149444	-0.11226217	-0.00076773
5136	52.0108	30.0430	53.3110	4.282	H	-0.11269942	-0.11355372	-0.00085430
5137	52.0108	30.0430	54.0110	4.041	H	-0.11305375	-0.11389175	-0.00083799
5138	52.0108	30.0430	54.7110	3.912	H	-0.11279339	-0.11355240	-0.00075901
5139	52.0108	30.0430	55.4110	3.907	H	-0.11228147	-0.11299367	-0.00071219
5140	52.0108	30.0430	56.1110	4.025	H	-0.11176739	-0.11253851	-0.00077113
5141	52.0108	30.0430	56.8110	4.256	H	-0.11124412	-0.11217666	-0.00093254
5142	52.0108	30.0430	57.5110	4.583	H	-0.11052863	-0.11167037	-0.00114174
5143	52.0108	30.0430	58.2110	4.988	H	-0.10942692	-0.11077051	-0.00134359
5144	52.0108	30.0430	58.9110	5.453	H	-0.10783063	-0.10933484	-0.00150421
5145	52.0108	30.0430	59.6110	5.964	H	-0.10572906	-0.10733872	-0.00160966
5146	52.0108	30.0430	60.3110	6.453	H	-0.10318200	-0.10484130	-0.00165930
5147	52.0108	30.0430	61.0110	6.877	H	-0.10028628	-0.10194648	-0.00166020
5148	52.0108	30.0430	61.7110	7.343	H	-0.09714903	-0.09877200	-0.00162297
5149	52.0108	30.0430	62.4110	7.844	H	-0.09387057	-0.09542934	-0.00155877
5150	52.0108	30.0430	63.1110	8.374	H	-0.09053575	-0.09201334	-0.00147759
5151	52.0108	30.0430	63.8110	8.927	H	-0.08721132	-0.08859872	-0.00138740
5152	52.7108	30.0430	47.0110	8.440	O	-0.08889796	-0.08850925	0.00038870
5153	52.7108	30.0430	47.7110	7.831	O	-0.09278174	-0.09243609	0.00034565
5154	52.7108	30.0430	48.4110	7.239	O	-0.09682828	-0.09655060	0.00027768
5155	52.7108	30.0430	49.1110	6.668	O	-0.10099837	-0.10082219	0.00017618
5156	52.7108	30.0430	49.8110	6.124	O	-0.10522250	-0.10519145	0.00003105
5157	52.7108	30.0430	50.5110	5.614	O	-0.10938278	-0.10954996	-0.00016718
5158	52.7108	30.0430	51.2110	5.109	H	-0.11328777	-0.11370904	-0.00042126
5159	52.7108	30.0430	51.9110	4.599	H	-0.11664891	-0.11736333	-0.00071442
5160	52.7108	30.0430	52.6110	4.146	H	-0.11909147	-0.12008385	-0.00099238
5161	52.7108	30.0430	53.3110	3.769	H	-0.12026714	-0.12142743	-0.00116029
5162	52.7108	30.0430	54.0110	3.493	H	-0.12010884	-0.12124494	-0.00113611
5163	52.7108	30.0430	54.7110	3.343	H	-0.11906497	-0.12002400	-0.00095903
5164	52.7108	30.0430	55.4110	3.336	H	-0.11792473	-0.11873643	-0.00081169
5165	52.7108	30.0430	56.1110	3.474	H	-0.11720653	-0.11805533	-0.00084880
5166	52.7108	30.0430	56.8110	3.739	H	-0.11681072	-0.11786861	-0.00105790
5167	52.7108	30.0430	57.5110	4.108	H	-0.11629961	-0.11763510	-0.00133549
5168	52.7108	30.0430	58.2110	4.556	H	-0.11529637	-0.11689206	-0.00159570
5169	52.7108	30.0430	58.9110	5.061	H	-0.11362848	-0.11542209	-0.00179361
5170	52.7108	30.0430	59.6110	5.518	H	-0.11129591	-0.11320917	-0.00191327
5171	52.7108	30.0430	60.3110	5.926	H	-0.10840052	-0.11035738	-0.00195686
5172	52.7108	30.0430	61.0110	6.385	H	-0.10508717	-0.10702424	-0.00193707
5173	52.7108	30.0430	61.7110	6.885	H	-0.10150446	-0.10337513	-0.00187067
5174	52.7108	30.0430	62.4110	7.417	H	-0.09778315	-0.09955725	-0.00177410
5175	52.7108	30.0430	63.1110	7.975	H	-0.09402763	-0.09568861	-0.00166097
5176	52.7108	30.0430	63.8110	8.554	H	-0.09031538	-0.09185680	-0.00154142
5177	53.4108	30.0430	46.3110	8.835	O	-0.08798635	-0.08746294	0.00052342
5178	53.4108	30.0430	47.0110	8.196	O	-0.09208652	-0.09157482	0.00051170
5179	53.4108	30.0430	47.7110	7.567	O	-0.09643598	-0.09595429	0.00048169
5180	53.4108	30.0430	48.4110	6.953	O	-0.10102579	-0.10060089	0.00042490
5181	53.4108	30.0430	49.1110	6.356	O	-0.10582945	-0.10550019	0.00032926
5182	53.4108	30.0430	49.8110	5.782	O	-0.11078924	-0.11061105	0.00017819
5183	53.4108	30.0430	50.5110	5.240	O	-0.11579083	-0.11584031	-0.00004948
5184	53.4108	30.0430	51.2110	4.738	O	-0.12061826	-0.12099360	-0.00037533
5185	53.4108	30.0430	51.9110	4.243	H	-0.12488731	-0.12569265	-0.00080534
5186	53.4108	30.0430	52.6110	3.747	H	-0.12799381	-0.12928578	-0.00129197
5187	53.4108	30.0430	53.3110	3.325	H	-0.12922078	-0.13090849	-0.00168771
5188	53.4108	30.0430	55.4110	2.825	H	-0.12351558	-0.12473596	-0.00122038
5189	53.4108	30.0430	56.1110	2.986	H	-0.12255352	-0.12371251	-0.00115899
5190	53.4108	30.0430	56.8110	3.291	H	-0.12249384	-0.12384730	-0.00135347
5191	53.4108	30.0430	57.5110	3.705	H	-0.12238162	-0.12403814	-0.00165652
5192	53.4108	30.0430	58.2110	4.196	H	-0.12157152	-0.12352490	-0.00195338
5193	53.4108	30.0430	58.9110	4.605	H	-0.11983961	-0.12201790	-0.00217830
5194	53.4108	30.0430	59.6110	4.990	H	-0.11722834	-0.11953078	-0.00230244
5195	53.4108	30.0430	60.3110	5.438	H	-0.11391028	-0.11623720	-0.00232693
5196	53.4108	30.0430	61.0110	5.935	H	-0.11009924	-0.11237047	-0.00227123
5197	53.4108	30.0430	61.7110	6.470	H	-0.10599796	-0.10815877	-0.00216081
5198	53.4108	30.0430	62.4110	7.033	H	-0.10177330	-0.10379236	-0.00201906
5199	53.4108	30.0430	63.1110	7.620	H	-0.09755029	-0.09941419	-0.00186390
5200	53.4108	30.0430	63.8110	8.224	H	-0.09341583	-0.09512335	-0.00170752
5201	53.4108	30.0430	64.5110	8.842	H	-0.08942626	-0.09098359	-0.00155734
5202	54.1108	30.0430	46.3110	8.658	O	-0.09075124	-0.09009891	0.00065234
5203	54.1108	30.0430	47.0110	8.005	O	-0.09527386	-0.09461361	0.00066026
5204	54.1108	30.0430	47.7110	7.361	O	-0.10012222	-0.09947008	0.00065213
5205	54.1108	30.0430	48.4110	6.728	O	-0.10530332	-0.10468461	0.00061871
5206	54.1108	30.0430	49.1110	6.109	O	-0.11081098	-0.11026514	0.00054584
5207	54.1108	30.0430	49.8110	5.509	O	-0.11661290	-0.11620116	0.00041174
5208	54.1108	30.0430	50.5110	4.937	O	-0.12262286	-0.12243956	0.00018329
5209	54.1108	30.0430	51.2110	4.401	O	-0.12864017	-0.12882722	-0.00018705
5210	54.1108	30.0430	51.9110	3.917	O	-0.13422898	-0.13498389	-0.00075491
5211	54.1108	30.0430	56.8110	2.943	H	-0.12864369	-0.13060672	-0.00196303
5212	54.1108	30.0430	57.5110	3.400	H	-0.12899921	-0.13114105	-0.00214184
5213	54.1108	30.0430	58.2110	3.733	H	-0.12837428	-0.13080113	-0.00242685
5214	54.1108	30.0430	58.9110	4.080	H	-0.12651580	-0.12918524	-0.00266944
5215	54.1108	30.0430	59.6110	4.510	H	-0.12352974	-0.12631884	-0.00278910
5216	54.1108	30.0430	60.3110	5.001	H	-0.11968175	-0.12245952	-0.00277777
5217	54.1108	30.0430	61.0110	5.537	H	-0.11527327	-0.11793919	-0.00266592
5218	54.1108	30.0430	61.7110	6.107	H	-0.11057126	-0.11306377	-0.00249251
5219	54.1108	30.0430	62.4110	6.701	H	-0.10578127	-0.10807158	-0.00229031
5220	54.1108	30.0430	63.1110	7.314	H	-0.10104702	-0.10312901	-0.00208198
5221	54.1108	30.0430	63.8110	7.942	H	-0.09646133	-0.09834253	-0.00188120
5222	54.1108	30.0430	64.5110	8.580	H	-0.09207921	-0.09377429	-0.00169508
5223	54.8108	30.0430	46.3110	8.536	O	-0.09345102	-0.09265091	0.00080011
5224	54.8108	30.0430	47.0110	7.873	O	-0.09841135	-0.09757663	0.00083472
5225	54.8108	30.0430	47.7110	7.217	O	-0.10378171	-0.10292322	0.00085849
5226	54.8108	30.0430	48.4110	6.569	O	-0.10958780	-0.10872480	0.00086300
5227	54.8108	30.0430	49.1110	5.934	O	-0.11584826	-0.11501353	0.00083473
5228	54.8108	30.0430	49.8110	5.315	O	-0.12256553	-0.12181403	0.00075150
5229	54.8108	30.0430	50.5110	4.719	O	-0.12970307	-0.12912705	0.00057603
5230	54.8108	30.0430	51.2110	4.155	O	-0.13712566	-0.13688127	0.00024439
5231	54.8108	30.0430	51.9110	3.639	O	-0.14444777	-0.14479752	-0.00034975
5232	54.8108	30.0430	57.5110	2.937	H	-0.13649961	-0.13916306	-0.00266345
5233	54.8108	30.0430	58.2110	3.218	H	-0.13583264	-0.13878821	-0.00295557
5234	54.8108	30.0430	58.9110	3.615	H	-0.13368223	-0.13693741	-0.00325518
5235	54.8108	30.0430	59.6110	4.094	H	-0.13016640	-0.13354211	-0.00337571
5236	54.8108	30.0430	60.3110	4.629	H	-0.12564679	-0.12895660	-0.00330980
5237	54.8108	30.0430	61.0110	5.204	H	-0.12052527	-0.12364177	-0.00311650
5238	54.8108	30.0430	61.7110	5.806	H	-0.11513785	-0.11799569	-0.00285784
5239	54.8108	30.0430	62.4110	6.428	H	-0.10972584	-0.11230470	-0.00257886
5240	54.8108	30.0430	63.1110	7.065	H	-0.10444560	-0.10675226	-0.00230667
5241	54.8108	30.0430	63.8110	7.713	H	-0.09938961	-0.10144465	-0.00205504
5242	54.8108	30.0430	64.5110	8.369	H	-0.09460651	-0.09643593	-0.00182941
5243	55.5108	30.0430	46.3110	8.470	O	-0.09604024	-0.09507520	0.00096504
5244	55.5108	30.0430	47.0110	7.801	O	-0.10144469	-0.10041141	0.00103328
5245	55.5108	30.0430	47.7110	7.138	O	-0.10734850	-0.10624963	0.00109888
5246	55.5108	30.0430	48.4110	6.483	O	-0.11379620	-0.11264031	0.00115589
5247	55.5108	30.0430	49.1110	5.839	O	-0.12083017	-0.11963569	0.00119449
5248	55.5108	30.0430	49.8110	5.208	O	-0.12848522	-0.12728688	0.00119834
5249	55.5108	30.0430	50.5110	4.598	O	-0.13677379	-0.13563439	0.00113940
5250	55.5108	30.0430	51.2110	4.018	O	-0.14564146	-0.14467511	0.00096635
5251	55.5108	30.0430	58.2110	2.785	H	-0.14394985	-0.14737387	-0.00342402
