idx	x	y	z	min_dist	nearest_el	V_R	V_TS	Dv
6601	56.9108	31.4430	46.3110	7.733	H	-0.10428648	-0.10298797	0.00129851
6602	56.9108	31.4430	47.0110	7.101	H	-0.11128595	-0.10983276	0.00145319
6603	56.9108	31.4430	47.7110	6.483	H	-0.11918052	-0.11754643	0.00163409
6604	56.9108	31.4430	48.4110	5.884	H	-0.12813242	-0.12628425	0.00184816
6605	56.9108	31.4430	49.1110	5.309	H	-0.13834687	-0.13623958	0.00210729
6606	56.9108	31.4430	49.8110	4.768	H	-0.15009657	-0.14766125	0.00243532
6607	56.9108	31.4430	50.5110	4.148	O	-0.16376972	-0.16088249	0.00288723
6608	56.9108	31.4430	60.3110	3.702	H	-0.16328567	-0.17154200	-0.00825633
6609	56.9108	31.4430	61.0110	4.291	O	-0.15121300	-0.15779024	-0.00657725
6610	56.9108	31.4430	61.7110	4.903	O	-0.14017916	-0.14543205	-0.00525289
6611	56.9108	31.4430	62.4110	5.535	O	-0.13026161	-0.13450427	-0.00424266
6612	56.9108	31.4430	63.1110	6.182	O	-0.12139702	-0.12487272	-0.00347570
6613	56.9108	31.4430	63.8110	6.839	O	-0.11348171	-0.11637049	-0.00288879
6614	56.9108	31.4430	64.5110	7.505	O	-0.10640588	-0.10883958	-0.00243370
6615	56.9108	31.4430	65.2110	8.176	O	-0.10006593	-0.10214154	-0.00207561
6616	56.9108	31.4430	65.9110	8.851	O	-0.09436873	-0.09615842	-0.00178969
6617	57.6108	31.4430	44.9110	8.813	H	-0.09390399	-0.09272733	0.00117666
6618	57.6108	31.4430	45.6110	8.166	H	-0.09977488	-0.09845349	0.00132139
6619	57.6108	31.4430	46.3110	7.528	H	-0.10637483	-0.10488214	0.00149270
6620	57.6108	31.4430	47.0110	6.902	H	-0.11383416	-0.11213724	0.00169692
6621	57.6108	31.4430	47.7110	6.292	H	-0.12231058	-0.12036832	0.00194226
6622	57.6108	31.4430	48.4110	5.703	H	-0.13199406	-0.12975440	0.00223966
6623	57.6108	31.4430	49.1110	5.141	H	-0.14311111	-0.14050648	0.00260464
6624	57.6108	31.4430	49.8110	4.618	H	-0.15592700	-0.15286518	0.00306182
6625	57.6108	31.4430	50.5110	4.147	H	-0.17074046	-0.16708401	0.00365645
6626	57.6108	31.4430	60.3110	3.582	O	-0.16930815	-0.17859402	-0.00928587
6627	57.6108	31.4430	61.0110	4.180	O	-0.15578509	-0.16293392	-0.00714883
6628	57.6108	31.4430	61.7110	4.805	O	-0.14374020	-0.14931887	-0.00557867
6629	57.6108	31.4430	62.4110	5.449	O	-0.13308939	-0.13752408	-0.00443469
6630	57.6108	31.4430	63.1110	6.105	O	-0.12367728	-0.12726984	-0.00359256
6631	57.6108	31.4430	63.8110	6.770	O	-0.11534432	-0.11830607	-0.00296175
6632	57.6108	31.4430	64.5110	7.441	O	-0.10794454	-0.11042462	-0.00248008
6633	57.6108	31.4430	65.2110	8.118	O	-0.10134982	-0.10345516	-0.00210534
6634	57.6108	31.4430	65.9110	8.798	O	-0.09544980	-0.09725850	-0.00180870
6635	58.3108	31.4430	44.9110	8.674	H	-0.09506786	-0.09376832	0.00129954
6636	58.3108	31.4430	45.6110	8.015	H	-0.10119184	-0.09971772	0.00147412
6637	58.3108	31.4430	46.3110	7.364	H	-0.10811816	-0.10643358	0.00168457
6638	58.3108	31.4430	47.0110	6.724	H	-0.11600219	-0.11406179	0.00194040
6639	58.3108	31.4430	47.7110	6.096	H	-0.12503488	-0.12278110	0.00225378
6640	58.3108	31.4430	48.4110	5.485	H	-0.13544775	-0.13280789	0.00263986
6641	58.3108	31.4430	49.1110	4.899	H	-0.14751201	-0.14439552	0.00311649
6642	58.3108	31.4430	49.8110	4.346	H	-0.16151983	-0.15781774	0.00370209
6643	58.3108	31.4430	50.5110	3.841	H	-0.17772085	-0.17331046	0.00441038
6644	58.3108	31.4430	60.3110	3.587	O	-0.17323964	-0.18284373	-0.00960408
6645	58.3108	31.4430	61.0110	4.184	O	-0.15884139	-0.16611969	-0.00727830
6646	58.3108	31.4430	61.7110	4.809	O	-0.14614971	-0.15177802	-0.00562831
6647	58.3108	31.4430	62.4110	5.452	O	-0.13501240	-0.13946250	-0.00445010
6648	58.3108	31.4430	63.1110	6.108	O	-0.12523031	-0.12882325	-0.00359294
6649	58.3108	31.4430	63.8110	6.773	O	-0.11661292	-0.11956836	-0.00295544
6650	58.3108	31.4430	64.5110	7.444	O	-0.10899201	-0.11146286	-0.00247085
6651	58.3108	31.4430	65.2110	8.120	O	-0.10222338	-0.10431837	-0.00209499
6652	58.3108	31.4430	65.9110	8.800	O	-0.09618505	-0.09798319	-0.00179813
6653	59.0108	31.4430	44.9110	8.589	H	-0.09592271	-0.09450823	0.00141448
6654	59.0108	31.4430	45.6110	7.924	H	-0.10225266	-0.10063458	0.00161807
6655	59.0108	31.4430	46.3110	7.265	H	-0.10945341	-0.10758610	0.00186731
6656	59.0108	31.4430	47.0110	6.614	H	-0.11770925	-0.11553357	0.00217568
6657	59.0108	31.4430	47.7110	5.975	H	-0.12725425	-0.12469324	0.00256101
6658	59.0108	31.4430	48.4110	5.350	H	-0.13838419	-0.13533801	0.00304618
6659	59.0108	31.4430	49.1110	4.747	H	-0.15146342	-0.14780524	0.00365818
6660	59.0108	31.4430	49.8110	4.175	H	-0.16690751	-0.16248583	0.00442168
6661	59.0108	31.4430	50.5110	3.647	H	-0.18508464	-0.17974813	0.00533651
6662	59.0108	31.4430	60.3110	3.726	O	-0.17498132	-0.18401581	-0.00903450
6663	59.0108	31.4430	61.0110	4.304	O	-0.16029220	-0.16719724	-0.00690504
6664	59.0108	31.4430	61.7110	4.914	O	-0.14732989	-0.15271010	-0.00538022
6665	59.0108	31.4430	62.4110	5.545	O	-0.13596721	-0.14024791	-0.00428070
6666	59.0108	31.4430	63.1110	6.191	O	-0.12600612	-0.12947957	-0.00347344
6667	59.0108	31.4430	63.8110	6.847	O	-0.11724871	-0.12011699	-0.00286828
6668	59.0108	31.4430	64.5110	7.512	O	-0.10951825	-0.11192348	-0.00240523
6669	59.0108	31.4430	65.2110	8.182	O	-0.10266332	-0.10470748	-0.00204416
6670	59.0108	31.4430	65.9110	8.857	O	-0.09655636	-0.09831412	-0.00175776
6671	59.7108	31.4430	44.9110	8.562	H	-0.09643505	-0.09491802	0.00151702
6672	59.7108	31.4430	45.6110	7.894	H	-0.10291111	-0.10116387	0.00174724
6673	59.7108	31.4430	46.3110	7.232	H	-0.11031601	-0.10828310	0.00203291
6674	59.7108	31.4430	47.0110	6.578	H	-0.11886441	-0.11647200	0.00239242
6675	59.7108	31.4430	47.7110	5.935	H	-0.12884084	-0.12598920	0.00285164
6676	59.7108	31.4430	48.4110	5.306	H	-0.14062758	-0.13718031	0.00344727
6677	59.7108	31.4430	49.1110	4.667	O	-0.15474158	-0.15051079	0.00423078
6678	59.7108	31.4430	49.8110	4.042	O	-0.17187188	-0.16660114	0.00527075
6679	59.7108	31.4430	60.3110	3.649	H	-0.17491926	-0.18273682	-0.00781756
6680	59.7108	31.4430	61.0110	4.231	H	-0.16026693	-0.16641409	-0.00614717
6681	59.7108	31.4430	61.7110	4.844	H	-0.14731778	-0.15221182	-0.00489404
6682	59.7108	31.4430	62.4110	5.479	H	-0.13595855	-0.13991621	-0.00395766
6683	59.7108	31.4430	63.1110	6.127	H	-0.12599887	-0.12924989	-0.00325102
6684	59.7108	31.4430	63.8110	6.786	H	-0.11724313	-0.11995301	-0.00270988
6685	59.7108	31.4430	64.5110	7.452	H	-0.10951480	-0.11180369	-0.00228889
6686	59.7108	31.4430	65.2110	8.124	H	-0.10266216	-0.10461848	-0.00195632
6687	59.7108	31.4430	65.9110	8.801	H	-0.09655736	-0.09824715	-0.00168979
6688	60.4108	31.4430	44.9110	8.543	O	-0.09657774	-0.09497503	0.00160271
6689	60.4108	31.4430	45.6110	7.852	O	-0.10312722	-0.10127191	0.00185532
6690	60.4108	31.4430	46.3110	7.163	O	-0.11064556	-0.10847328	0.00217228
6691	60.4108	31.4430	47.0110	6.476	O	-0.11937385	-0.11679666	0.00257719
6692	60.4108	31.4430	47.7110	5.792	O	-0.12964467	-0.12653917	0.00310550
6693	60.4108	31.4430	48.4110	5.113	O	-0.14193177	-0.13811914	0.00381263
6694	60.4108	31.4430	49.1110	4.440	O	-0.15693563	-0.15214600	0.00478963
6695	60.4108	31.4430	49.8110	3.776	O	-0.17573548	-0.16954018	0.00619530
6696	60.4108	31.4430	60.3110	3.543	H	-0.17346436	-0.17985504	-0.00639068
6697	60.4108	31.4430	61.0110	4.140	H	-0.15895821	-0.16417303	-0.00521483
6698	60.4108	31.4430	61.7110	4.765	H	-0.14620945	-0.15048449	-0.00427503
6699	60.4108	31.4430	62.4110	5.408	H	-0.13503799	-0.13857426	-0.00353627
6700	60.4108	31.4430	63.1110	6.064	H	-0.12523826	-0.12819436	-0.00295610
6701	60.4108	31.4430	63.8110	6.729	H	-0.11661431	-0.11911206	-0.00249775
6702	60.4108	31.4430	64.5110	7.401	H	-0.10899324	-0.11112556	-0.00213232
6703	60.4108	31.4430	65.2110	8.077	H	-0.10222755	-0.10406555	-0.00183799
6704	60.4108	31.4430	65.9110	8.757	H	-0.09619327	-0.09779170	-0.00159843
6705	61.1108	31.4430	44.9110	8.479	O	-0.09633353	-0.09466596	0.00166757
6706	61.1108	31.4430	45.6110	7.782	O	-0.10287312	-0.10093674	0.00193638
6707	61.1108	31.4430	46.3110	7.086	O	-0.11039568	-0.10811948	0.00227620
6708	61.1108	31.4430	47.0110	6.391	O	-0.11915773	-0.11644281	0.00271492
6709	61.1108	31.4430	47.7110	5.697	O	-0.12952284	-0.12622650	0.00329634
6710	61.1108	31.4430	48.4110	5.005	O	-0.14202923	-0.13793594	0.00409329
6711	61.1108	31.4430	49.1110	4.315	O	-0.15751841	-0.15228220	0.00523621
6712	61.1108	31.4430	49.8110	3.629	O	-0.17739936	-0.17041764	0.00698172
6713	61.1108	31.4430	59.6110	3.026	H	-0.18734917	-0.19326356	-0.00591438
6714	61.1108	31.4430	60.3110	3.573	H	-0.17076610	-0.17581750	-0.00505141
6715	61.1108	31.4430	61.0110	4.166	H	-0.15650444	-0.16078349	-0.00427904
6716	61.1108	31.4430	61.7110	4.787	H	-0.14410998	-0.14773053	-0.00362055
6717	61.1108	31.4430	62.4110	5.428	H	-0.13328138	-0.13635415	-0.00307277
6718	61.1108	31.4430	63.1110	6.082	H	-0.12377860	-0.12640061	-0.00262201
6719	61.1108	31.4430	63.8110	6.745	H	-0.11540141	-0.11765360	-0.00225219
6720	61.1108	31.4430	64.5110	7.415	H	-0.10798210	-0.10993036	-0.00194826
6721	61.1108	31.4430	65.2110	8.090	H	-0.10138053	-0.10307794	-0.00169741
6722	61.1108	31.4430	65.9110	8.769	H	-0.09547976	-0.09696889	-0.00148913
6723	61.8108	31.4430	44.9110	8.472	O	-0.09569838	-0.09398976	0.00170862
6724	61.8108	31.4430	45.6110	7.775	O	-0.10213911	-0.10015326	0.00198584
6725	61.8108	31.4430	46.3110	7.078	O	-0.10954547	-0.10720829	0.00233718
6726	61.8108	31.4430	47.0110	6.382	O	-0.11817269	-0.11538015	0.00279255
6727	61.8108	31.4430	47.7110	5.687	O	-0.12838562	-0.12498591	0.00339971
6728	61.8108	31.4430	48.4110	4.993	O	-0.14073025	-0.13649069	0.00423956
6729	61.8108	31.4430	49.1110	4.302	O	-0.15607140	-0.15061151	0.00545989
6730	61.8108	31.4430	49.8110	3.613	O	-0.17587804	-0.16852159	0.00735646
6731	61.8108	31.4430	59.6110	3.218	H	-0.18321185	-0.18758837	-0.00437652
6732	61.8108	31.4430	60.3110	3.736	H	-0.16677774	-0.17067106	-0.00389332
6733	61.8108	31.4430	61.0110	4.307	H	-0.15298580	-0.15640986	-0.00342405
6734	61.8108	31.4430	61.7110	4.911	H	-0.14111914	-0.14411159	-0.00299246
6735	61.8108	31.4430	62.4110	5.537	H	-0.13077688	-0.13338629	-0.00260941
6736	61.8108	31.4430	63.1110	6.180	H	-0.12169055	-0.12396745	-0.00227690
6737	61.8108	31.4430	63.8110	6.833	H	-0.11365910	-0.11565103	-0.00199193
6738	61.8108	31.4430	64.5110	7.495	H	-0.10652321	-0.10827248	-0.00174926
6739	61.8108	31.4430	65.2110	8.164	H	-0.10015306	-0.10169614	-0.00154308
6740	61.8108	31.4430	65.9110	8.837	H	-0.09444135	-0.09580912	-0.00136777
6741	62.5108	31.4430	44.9110	8.523	O	-0.09468372	-0.09295932	0.00172440
6742	62.5108	31.4430	45.6110	7.830	O	-0.10093797	-0.09893655	0.00200142
6743	62.5108	31.4430	46.3110	7.139	O	-0.10810824	-0.10575681	0.00235142
6744	62.5108	31.4430	47.0110	6.450	O	-0.11643020	-0.11362684	0.00280336
6745	62.5108	31.4430	47.7110	5.763	O	-0.12623693	-0.12283403	0.00340290
6746	62.5108	31.4430	48.4110	5.080	O	-0.13801811	-0.13379223	0.00422588
6747	62.5108	31.4430	49.1110	4.402	O	-0.15252754	-0.14712137	0.00540616
6748	62.5108	31.4430	49.8110	3.732	O	-0.17098651	-0.16379005	0.00719646
6749	62.5108	31.4430	59.6110	3.540	H	-0.17705152	-0.18016348	-0.00311195
6750	62.5108	31.4430	60.3110	4.017	H	-0.16147200	-0.16438952	-0.00291752
6751	62.5108	31.4430	61.0110	4.552	H	-0.14848731	-0.15116329	-0.00267598
6752	62.5108	31.4430	61.7110	5.127	H	-0.13734480	-0.13976561	-0.00242081
6753	62.5108	31.4430	62.4110	5.730	H	-0.12762386	-0.12979603	-0.00217217
6754	62.5108	31.4430	63.1110	6.353	H	-0.11905671	-0.12099763	-0.00194092
6755	62.5108	31.4430	63.8110	6.991	H	-0.11145327	-0.11318513	-0.00173186
6756	62.5108	31.4430	64.5110	7.639	H	-0.10466825	-0.10621437	-0.00154612
6757	62.5108	31.4430	65.2110	8.296	H	-0.09858546	-0.09996825	-0.00138279
6758	62.5108	31.4430	65.9110	8.959	H	-0.09310951	-0.09434948	-0.00123996
6759	63.2108	31.4430	44.9110	8.631	O	-0.09331653	-0.09160130	0.00171523
6760	63.2108	31.4430	45.6110	7.948	O	-0.09930571	-0.09732202	0.00198369
6761	63.2108	31.4430	46.3110	7.267	O	-0.10613344	-0.10381345	0.00231999
6762	63.2108	31.4430	47.0110	6.591	O	-0.11400117	-0.11125177	0.00274939
6763	63.2108	31.4430	47.7110	5.921	O	-0.12318492	-0.11987460	0.00331032
6764	63.2108	31.4430	48.4110	5.258	O	-0.13407302	-0.13000971	0.00406331
6765	63.2108	31.4430	49.1110	4.607	O	-0.14722543	-0.14211821	0.00510722
6766	63.2108	31.4430	49.8110	3.971	O	-0.16346284	-0.15685512	0.00660772
6767	63.2108	31.4430	58.9110	3.613	H	-0.18637128	-0.18828423	-0.00191296
6768	63.2108	31.4430	59.6110	3.960	H	-0.16906022	-0.17115486	-0.00209464
6769	63.2108	31.4430	60.3110	4.392	H	-0.15500445	-0.15711704	-0.00211259
6770	63.2108	31.4430	61.0110	4.886	H	-0.14315718	-0.14519632	-0.00203914
6771	63.2108	31.4430	61.7110	5.426	H	-0.13292028	-0.13483807	-0.00191780
6772	63.2108	31.4430	62.4110	5.999	H	-0.12393526	-0.12571032	-0.00177506
6773	63.2108	31.4430	63.1110	6.597	H	-0.11596926	-0.11759618	-0.00162692
6774	63.2108	31.4430	63.8110	7.213	H	-0.10885764	-0.11034029	-0.00148265
6775	63.2108	31.4430	64.5110	7.843	H	-0.10247560	-0.10382286	-0.00134725
6776	63.2108	31.4430	65.2110	8.484	H	-0.09672382	-0.09794685	-0.00122303
6777	63.9108	31.4430	44.9110	8.793	O	-0.09163732	-0.08995414	0.00168318
6778	63.9108	31.4430	45.6110	8.123	O	-0.09729810	-0.09536212	0.00193598
6779	63.9108	31.4430	46.3110	7.459	O	-0.10370061	-0.10145212	0.00224849
6780	63.9108	31.4430	47.0110	6.803	O	-0.11100416	-0.10836354	0.00264063
6781	63.9108	31.4430	47.7110	6.155	O	-0.11941660	-0.11627558	0.00314102
6782	63.9108	31.4430	48.4110	5.521	O	-0.12921091	-0.12541968	0.00379123
6783	63.9108	31.4430	49.1110	4.904	O	-0.14074325	-0.13609168	0.00465156
6784	63.9108	31.4430	49.8110	4.313	O	-0.15446092	-0.14865446	0.00580645
6785	63.9108	31.4430	50.5110	3.759	O	-0.17086089	-0.16350052	0.00736037
6786	63.9108	31.4430	58.9110	3.991	O	-0.17426554	-0.17524326	-0.00097772
6787	63.9108	31.4430	59.6110	4.452	H	-0.15988070	-0.16119647	-0.00131577
6788	63.9108	31.4430	60.3110	4.840	H	-0.14771431	-0.14918364	-0.00146933
6789	63.9108	31.4430	61.0110	5.293	H	-0.13721554	-0.13872698	-0.00151145
6790	63.9108	31.4430	61.7110	5.795	H	-0.12800729	-0.12949443	-0.00148714
6791	63.9108	31.4430	62.4110	6.335	H	-0.11983634	-0.12126110	-0.00142477
6792	63.9108	31.4430	63.1110	6.903	H	-0.11252695	-0.11386930	-0.00134235
6793	63.9108	31.4430	63.8110	7.494	H	-0.10595044	-0.10720176	-0.00125132
6794	63.9108	31.4430	64.5110	8.102	H	-0.10000738	-0.10116611	-0.00115873
6795	63.9108	31.4430	65.2110	8.724	H	-0.09461754	-0.09568633	-0.00106879
6796	64.6108	31.4430	45.6110	8.355	O	-0.09498404	-0.09312039	0.00186366
6797	64.6108	31.4430	46.3110	7.710	O	-0.10090758	-0.09876198	0.00214560
6798	64.6108	31.4430	47.0110	7.077	O	-0.10758317	-0.10509140	0.00249177
6799	64.6108	31.4430	47.7110	6.457	O	-0.11515273	-0.11223165	0.00292108
6800	64.6108	31.4430	48.4110	5.855	O	-0.12378552	-0.12032747	0.00345805
6801	64.6108	31.4430	49.1110	5.278	O	-0.13367243	-0.12953972	0.00413272
6802	64.6108	31.4430	49.8110	4.734	O	-0.14499960	-0.14002324	0.00497636
6803	64.6108	31.4430	50.5110	4.235	O	-0.15787448	-0.15186805	0.00600643
6804	64.6108	31.4430	51.2110	3.801	O	-0.17216016	-0.16497245	0.00718771
6805	64.6108	31.4430	58.2110	3.895	O	-0.17486938	-0.17459569	0.00027370
6806	64.6108	31.4430	58.9110	4.404	O	-0.16182348	-0.16218577	-0.00036229
6807	64.6108	31.4430	59.6110	4.960	O	-0.15024507	-0.15099624	-0.00075117
6808	64.6108	31.4430	60.3110	5.342	H	-0.14001008	-0.14098383	-0.00097375
6809	64.6108	31.4430	61.0110	5.756	H	-0.13091717	-0.13200364	-0.00108647
6810	64.6108	31.4430	61.7110	6.220	H	-0.12278197	-0.12390966	-0.00112769
6811	64.6108	31.4430	62.4110	6.726	H	-0.11545759	-0.11658091	-0.00112333
6812	64.6108	31.4430	63.1110	7.264	H	-0.10883033	-0.10992117	-0.00109084
6813	64.6108	31.4430	63.8110	7.828	H	-0.10281078	-0.10385275	-0.00104197
6814	64.6108	31.4430	64.5110	8.412	H	-0.09732650	-0.09831104	-0.00098454
6815	65.3108	31.4430	45.6110	8.636	O	-0.09243781	-0.09066475	0.00177306
6816	65.3108	31.4430	46.3110	8.015	O	-0.09785730	-0.09583611	0.00202118
6817	65.3108	31.4430	47.0110	7.407	O	-0.10388431	-0.10156583	0.00231848
6818	65.3108	31.4430	47.7110	6.818	O	-0.11060551	-0.10792960	0.00267591
6819	65.3108	31.4430	48.4110	6.251	O	-0.11811047	-0.11500496	0.00310551
6820	65.3108	31.4430	49.1110	5.713	O	-0.12647728	-0.12285909	0.00361819
6821	65.3108	31.4430	49.8110	5.215	O	-0.13574159	-0.13152346	0.00421813
6822	65.3108	31.4430	50.5110	4.767	O	-0.14583859	-0.14094721	0.00489138
6823	65.3108	31.4430	51.2110	4.386	O	-0.15651187	-0.15092464	0.00558723
6824	65.3108	31.4430	51.9110	4.090	O	-0.16721310	-0.16101340	0.00619970
6825	65.3108	31.4430	52.6110	3.899	O	-0.17708468	-0.17050801	0.00657667
6826	65.3108	31.4430	53.3110	3.828	O	-0.18515169	-0.17856196	0.00658974
6827	65.3108	31.4430	54.0110	3.853	O	-0.19064094	-0.18442047	0.00622047
6828	65.3108	31.4430	54.7110	3.632	O	-0.19303604	-0.18750200	0.00553404
6829	65.3108	31.4430	56.1110	3.581	O	-0.18709863	-0.18363632	0.00346230
6830	65.3108	31.4430	56.8110	3.756	O	-0.17931038	-0.17698483	0.00232555
6831	65.3108	31.4430	57.5110	4.046	O	-0.16978824	-0.16845069	0.00133755
6832	65.3108	31.4430	58.2110	4.429	O	-0.15973325	-0.15916325	0.00057000
6833	65.3108	31.4430	58.9110	4.883	O	-0.14992313	-0.14990609	0.00001704
6834	65.3108	31.4430	59.6110	5.389	O	-0.14072646	-0.14108656	-0.00036010
6835	65.3108	31.4430	60.3110	5.885	H	-0.13225615	-0.13286075	-0.00060460
6836	65.3108	31.4430	61.0110	6.263	H	-0.12450306	-0.12525636	-0.00075329
6837	65.3108	31.4430	61.7110	6.693	H	-0.11741348	-0.11824809	-0.00083461
6838	65.3108	31.4430	62.4110	7.165	H	-0.11092434	-0.11179387	-0.00086953
6839	65.3108	31.4430	63.1110	7.672	H	-0.10497587	-0.10584910	-0.00087323
6840	65.3108	31.4430	63.8110	8.208	H	-0.09951474	-0.10037124	-0.00085650
6841	65.3108	31.4430	64.5110	8.767	H	-0.09449386	-0.09532083	-0.00082697
6842	66.0108	31.4430	45.6110	8.964	O	-0.08973197	-0.08806139	0.00167058
6843	66.0108	31.4430	46.3110	8.367	O	-0.09464676	-0.09276220	0.00188456
6844	66.0108	31.4430	47.0110	7.787	O	-0.10003860	-0.09790412	0.00213448
6845	66.0108	31.4430	47.7110	7.228	O	-0.10595254	-0.10352691	0.00242563
6846	66.0108	31.4430	48.4110	6.696	O	-0.11242364	-0.10966147	0.00276218
6847	66.0108	31.4430	49.1110	6.198	O	-0.11946251	-0.11631763	0.00314488
6848	66.0108	31.4430	49.8110	5.741	O	-0.12703102	-0.12346402	0.00356699
6849	66.0108	31.4430	50.5110	5.338	O	-0.13500670	-0.13099859	0.00400811
6850	66.0108	31.4430	51.2110	5.001	O	-0.14314062	-0.13871323	0.00442740
6851	66.0108	31.4430	51.9110	4.743	O	-0.15102866	-0.14626709	0.00476157
6852	66.0108	31.4430	52.6110	4.579	O	-0.15813241	-0.15319580	0.00493660
6853	66.0108	31.4430	53.3110	4.519	O	-0.16387240	-0.15897673	0.00489567
6854	66.0108	31.4430	54.0110	4.503	O	-0.16774791	-0.16312413	0.00462379
6855	66.0108	31.4430	54.7110	4.315	O	-0.16939625	-0.16525252	0.00414373
6856	66.0108	31.4430	55.4110	4.236	O	-0.16861252	-0.16511464	0.00349788
6857	66.0108	31.4430	56.1110	4.272	O	-0.16543796	-0.16268867	0.00274929
6858	66.0108	31.4430	56.8110	4.420	O	-0.16025176	-0.15826839	0.00198337
6859	66.0108	31.4430	57.5110	4.669	O	-0.15368922	-0.15240694	0.00128228
6860	66.0108	31.4430	58.2110	5.004	O	-0.14641992	-0.14572358	0.00069633
6861	66.0108	31.4430	58.9110	5.410	O	-0.13897118	-0.13873175	0.00023943
6862	66.0108	31.4430	59.6110	5.871	O	-0.13167819	-0.13177656	-0.00009837
6863	66.0108	31.4430	60.3110	6.376	O	-0.12471842	-0.12505547	-0.00033705
6864	66.0108	31.4430	61.0110	6.804	H	-0.11816786	-0.11866591	-0.00049805
6865	66.0108	31.4430	61.7110	7.202	H	-0.11204658	-0.11264706	-0.00060048
6866	66.0108	31.4430	62.4110	7.643	H	-0.10634728	-0.10700715	-0.00065987
6867	66.0108	31.4430	63.1110	8.120	H	-0.10105046	-0.10173882	-0.00068836
6868	66.0108	31.4430	63.8110	8.628	H	-0.09613187	-0.09682698	-0.00069511
6869	66.7108	31.4430	46.3110	8.761	O	-0.09136002	-0.08961652	0.00174351
6870	66.7108	31.4430	47.0110	8.209	O	-0.09615312	-0.09420284	0.00195028
6871	66.7108	31.4430	47.7110	7.681	O	-0.10132777	-0.09914389	0.00218388
6872	66.7108	31.4430	48.4110	7.182	O	-0.10688528	-0.10444116	0.00244412
6873	66.7108	31.4430	49.1110	6.720	O	-0.11280048	-0.11007319	0.00272729
6874	66.7108	31.4430	49.8110	6.302	O	-0.11900577	-0.11598203	0.00302374
6875	66.7108	31.4430	50.5110	5.937	O	-0.12537179	-0.12205666	0.00331513
6876	66.7108	31.4430	51.2110	5.635	O	-0.13169013	-0.12811744	0.00357269
6877	66.7108	31.4430	51.9110	5.408	O	-0.13766888	-0.13391004	0.00375884
6878	66.7108	31.4430	52.6110	5.265	O	-0.14295356	-0.13911893	0.00383463
6879	66.7108	31.4430	53.3110	5.212	O	-0.14717603	-0.14340454	0.00377149
6880	66.7108	31.4430	54.0110	5.165	O	-0.15001337	-0.14645282	0.00356055
6881	66.7108	31.4430	54.7110	5.002	O	-0.15123344	-0.14802002	0.00321342
6882	66.7108	31.4430	55.4110	4.934	O	-0.15072862	-0.14797075	0.00275787
6883	66.7108	31.4430	56.1110	4.965	O	-0.14855134	-0.14631645	0.00223489
6884	66.7108	31.4430	56.8110	5.093	O	-0.14492893	-0.14323497	0.00169397
6885	66.7108	31.4430	57.5110	5.311	O	-0.14021979	-0.13903749	0.00118231
6886	66.7108	31.4430	58.2110	5.608	O	-0.13482149	-0.13408807	0.00073342
6887	66.7108	31.4430	58.9110	5.973	O	-0.12908536	-0.12872238	0.00036298
6888	66.7108	31.4430	59.6110	6.394	O	-0.12327430	-0.12320229	0.00007202
6889	66.7108	31.4430	60.3110	6.860	O	-0.11756147	-0.11770869	-0.00014721
6890	66.7108	31.4430	61.0110	7.364	O	-0.11204948	-0.11235560	-0.00030612
6891	66.7108	31.4430	61.7110	7.741	H	-0.10679296	-0.10720956	-0.00041660
6892	66.7108	31.4430	62.4110	8.153	H	-0.10181666	-0.10230609	-0.00048943
6893	66.7108	31.4430	63.1110	8.602	H	-0.09712760	-0.09766132	-0.00053372
6894	67.4108	31.4430	47.0110	8.667	O	-0.09230900	-0.09053598	0.00177302
6895	67.4108	31.4430	47.7110	8.168	O	-0.09682389	-0.09486532	0.00195857
6896	67.4108	31.4430	48.4110	7.702	O	-0.10159217	-0.09943385	0.00215832
6897	67.4108	31.4430	49.1110	7.272	O	-0.10657260	-0.10420547	0.00236713
6898	67.4108	31.4430	49.8110	6.888	O	-0.11169082	-0.10911506	0.00257576
6899	67.4108	31.4430	50.5110	6.555	O	-0.11682974	-0.11405989	0.00276985
6900	67.4108	31.4430	51.2110	6.283	O	-0.12182363	-0.11889375	0.00292988
6901	67.4108	31.4430	51.9110	6.081	O	-0.12646097	-0.12342788	0.00303308
6902	67.4108	31.4430	52.6110	5.954	O	-0.13050036	-0.12744269	0.00305768
6903	67.4108	31.4430	53.3110	5.907	O	-0.13369893	-0.13071058	0.00298834
6904	67.4108	31.4430	54.0110	5.837	O	-0.13584583	-0.13302530	0.00282053
6905	67.4108	31.4430	54.7110	5.693	O	-0.13679255	-0.13423093	0.00256162
6906	67.4108	31.4430	55.4110	5.633	O	-0.13647664	-0.13424702	0.00222961
6907	67.4108	31.4430	56.1110	5.660	O	-0.13493740	-0.13308674	0.00185066
6908	67.4108	31.4430	56.8110	5.773	O	-0.13231549	-0.13086029	0.00145520
6909	67.4108	31.4430	57.5110	5.966	O	-0.12882778	-0.12775536	0.00107242
6910	67.4108	31.4430	58.2110	6.232	O	-0.12472328	-0.12399841	0.00072488
6911	67.4108	31.4430	58.9110	6.562	O	-0.12023910	-0.11981324	0.00042585
6912	67.4108	31.4430	59.6110	6.947	O	-0.11557209	-0.11539222	0.00017987
6913	67.4108	31.4430	60.3110	7.379	O	-0.11086971	-0.11088461	-0.00001490
6914	67.4108	31.4430	61.0110	7.849	O	-0.10623393	-0.10639784	-0.00016392
