idx	x_ang	y_ang	z_ang	shell	V_R	V_TS	Dv
20292	60.7450	40.2573	64.4655	7.3	-0.09816147	-0.09910683	-0.00094536
20293	67.0795	42.7051	57.6644	8.6	-0.08875076	-0.08894427	-0.00019351
20294	49.9713	41.9345	61.5075	8.7	-0.08046469	-0.08106378	-0.00059910
20295	62.4420	33.8593	44.2451	7.8	-0.09024671	-0.08896216	0.00128454
20296	53.3528	37.8933	66.1753	8.5	-0.08447408	-0.08549993	-0.00102585
20297	57.4157	41.1959	64.2282	7.4	-0.09632425	-0.09720719	-0.00088294
20298	45.9170	33.9426	55.6431	8.1	-0.07703440	-0.07752916	-0.00049475
20299	56.4554	26.3741	46.3198	8.6	-0.08538237	-0.08439201	0.00099036
20300	60.9607	32.8710	66.1382	7.2	-0.09626422	-0.09777302	-0.00150879
20301	53.8433	43.0821	64.0342	9.0	-0.08103455	-0.08166516	-0.00063061
20302	64.5064	22.1758	54.0596	8.5	-0.08475362	-0.08375693	0.00099669
20303	51.2214	29.9774	46.7867	7.6	-0.08120551	-0.08098929	0.00021622
20304	66.4951	23.9269	50.3646	8.5	-0.08350539	-0.08207272	0.00143267
20305	66.9564	32.9976	62.5510	7.0	-0.10114526	-0.10169017	-0.00054491
20306	58.7108	26.5063	65.2914	8.8	-0.08343287	-0.08449708	-0.00106421
20307	59.4310	32.1481	44.8694	7.2	-0.09672052	-0.09530519	0.00141532
20308	64.8085	36.8933	64.0866	7.0	-0.09905281	-0.09998142	-0.00092862
20309	59.7931	30.4818	43.2107	8.9	-0.08248376	-0.08133954	0.00114423
20310	62.9891	25.1436	63.5553	8.8	-0.08408511	-0.08458366	-0.00049855
20311	49.7620	43.0599	57.5384	8.6	-0.08200671	-0.08248020	-0.00047349
20312	68.6782	32.8828	47.2583	7.9	-0.08756915	-0.08614907	0.00142008
20313	64.4546	28.6753	63.8901	7.7	-0.09421485	-0.09497046	-0.00075561
20314	55.5268	44.5891	58.3329	7.1	-0.09623123	-0.09668875	-0.00045752
20315	51.1965	39.2537	49.6571	7.3	-0.09117369	-0.09144932	-0.00027563
20316	68.1839	28.0541	46.4254	8.9	-0.07911128	-0.07770707	0.00140421
20317	60.2873	22.6660	55.1875	7.4	-0.09367167	-0.09299647	0.00067520
20318	69.8819	27.1710	54.6899	7.8	-0.08938889	-0.08818845	0.00120044
20319	65.7522	27.5056	62.2453	7.3	-0.09439297	-0.09467925	-0.00028628
20320	66.1277	37.0975	47.7102	7.3	-0.09741302	-0.09633580	0.00107721
20321	66.0359	32.8799	46.1590	7.0	-0.09428496	-0.09259385	0.00169110
20322	70.2607	29.4974	61.3958	9.0	-0.08191907	-0.08178649	0.00013258
20323	45.8542	29.0973	56.5105	8.6	-0.07077855	-0.07121648	-0.00043793
20324	64.9920	23.6126	56.0804	7.2	-0.09355944	-0.09260023	0.00095920
20325	47.6679	36.6306	56.4242	7.5	-0.08801829	-0.08865778	-0.00063949
