grid_idx	shell	dV	q
231	8.0	+0.001402	-1.0000
232	8.0	+0.001472	-1.0000
234	7.0	-0.001298	+1.0000
235	8.0	+0.001305	-1.0000
237	8.0	-0.001037	+1.0000
238	8.0	+0.001678	-1.0000
239	8.0	+0.001621	-1.0000
243	8.0	+0.001570	-1.0000
248	8.0	-0.001401	+1.0000
253	8.0	-0.001183	+1.0000
254	8.0	-0.001354	+1.0000
255	7.0	+0.001903	-1.0000
256	8.0	+0.001230	-1.0000
259	8.0	-0.001419	+1.0000
265	7.0	-0.001769	+1.0000
266	8.0	-0.001273	+1.0000
273	7.0	-0.001168	+1.0000
274	8.0	+0.001443	-1.0000
282	8.0	+0.001290	-1.0000
286	7.0	-0.001485	+1.0000
289	8.0	+0.001365	-1.0000
291	7.0	+0.001190	-1.0000
292	8.0	+0.001474	-1.0000
296	8.0	-0.001360	+1.0000
298	7.0	-0.001595	+1.0000
301	7.0	+0.001203	-1.0000
302	8.0	+0.001596	-1.0000
306	7.0	+0.001680	-1.0000
307	8.0	-0.001425	+1.0000
308	7.0	+0.001941	-1.0000
311	7.0	-0.001145	+1.0000
316	8.0	+0.001269	-1.0000
317	8.0	-0.000988	+1.0000
318	8.0	+0.001328	-1.0000
319	7.0	-0.001107	+1.0000
321	7.0	-0.001329	+1.0000
326	8.0	+0.001552	-1.0000
331	7.0	+0.001981	-1.0000
335	7.0	+0.001205	-1.0000
339	8.0	+0.001460	-1.0000
344	7.0	-0.001176	+1.0000
345	8.0	+0.001516	-1.0000
352	8.0	+0.001424	-1.0000
362	8.0	-0.001421	+1.0000
363	7.0	-0.001160	+1.0000
365	7.0	+0.001866	-1.0000
370	8.0	-0.001285	+1.0000
372	7.0	-0.001376	+1.0000
375	8.0	+0.001586	-1.0000
376	7.0	+0.001638	-1.0000
389	8.0	+0.001310	-1.0000
399	8.0	+0.001659	-1.0000
401	8.0	-0.001388	+1.0000
402	8.0	-0.001201	+1.0000
404	8.0	+0.001380	-1.0000
411	8.0	-0.001090	+1.0000
413	8.0	-0.001249	+1.0000
414	7.0	-0.001056	+1.0000
422	8.0	-0.001415	+1.0000
423	8.0	-0.001116	+1.0000
427	8.0	+0.001469	-1.0000
434	8.0	+0.001606	-1.0000
435	7.0	+0.001889	-1.0000
437	8.0	+0.001639	-1.0000
441	7.0	-0.001638	+1.0000
442	8.0	-0.001361	+1.0000
443	8.0	+0.001401	-1.0000
452	7.0	+0.002019	-1.0000
463	8.0	+0.001471	-1.0000
464	7.0	-0.001197	+1.0000
466	8.0	+0.001649	-1.0000
467	8.0	-0.001032	+1.0000
477	7.0	+0.001375	-1.0000
481	7.0	+0.001942	-1.0000
482	8.0	-0.001132	+1.0000
486	8.0	-0.001176	+1.0000
489	8.0	-0.001246	+1.0000
491	8.0	+0.001226	-1.0000
493	8.0	+0.001363	-1.0000
494	8.0	-0.001187	+1.0000
499	8.0	-0.001457	+1.0000
505	8.0	+0.001447	-1.0000
507	8.0	+0.001516	-1.0000
508	7.0	+0.001232	-1.0000
511	8.0	+0.001305	-1.0000
516	7.0	+0.001470	-1.0000
526	8.0	-0.001079	+1.0000
529	8.0	+0.001285	-1.0000
530	8.0	+0.001215	-1.0000
532	8.0	-0.001016	+1.0000
537	8.0	-0.001000	+1.0000
539	7.0	+0.001697	-1.0000
541	8.0	+0.001216	-1.0000
542	7.0	+0.001581	-1.0000
545	8.0	+0.001425	-1.0000
556	7.0	+0.001730	-1.0000
567	8.0	+0.001429	-1.0000
571	9.0	+0.001266	-1.0000
615	9.0	+0.001324	-1.0000
656	9.0	+0.001280	-1.0000
807	9.0	-0.001203	+1.0000
1029	9.0	+0.001264	-1.0000
1128	9.0	-0.001060	+1.0000
1146	9.0	+0.001301	-1.0000
1152	9.0	-0.001018	+1.0000
1196	9.0	-0.001137	+1.0000
1239	9.0	-0.001195	+1.0000
1257	10.0	-0.001001	+1.0000
1268	9.0	+0.001269	-1.0000
1286	9.0	+0.001348	-1.0000
1303	9.0	-0.001144	+1.0000
1345	9.0	-0.001019	+1.0000
1426	9.0	+0.001276	-1.0000
1453	9.0	-0.001068	+1.0000
1486	10.0	-0.000982	+1.0000
1509	9.0	-0.001090	+1.0000
1518	9.0	+0.001364	-1.0000
1622	9.0	+0.001224	-1.0000
1672	9.0	-0.001131	+1.0000
1785	9.0	-0.001028	+1.0000
1811	10.0	-0.000980	+1.0000
1866	9.0	+0.001349	-1.0000
1892	9.0	+0.001273	-1.0000
1906	9.0	-0.001059	+1.0000
1932	9.0	+0.001367	-1.0000
1974	9.0	-0.001207	+1.0000
2041	9.0	-0.001182	+1.0000
2179	9.0	+0.001197	-1.0000
2318	10.0	+0.001190	-1.0000
2405	9.0	+0.001393	-1.0000
2414	10.0	-0.000960	+1.0000
2485	9.0	-0.001027	+1.0000
2538	9.0	+0.001404	-1.0000
2541	9.0	-0.001164	+1.0000
2555	10.0	-0.000965	+1.0000
2623	9.0	-0.000986	+1.0000
2631	9.0	+0.001294	-1.0000
2810	9.0	-0.000991	+1.0000
2826	9.0	+0.001367	-1.0000
2906	9.0	-0.000968	+1.0000
2992	10.0	-0.000985	+1.0000
3052	9.0	-0.001217	+1.0000
3082	9.0	-0.001071	+1.0000
3100	9.0	-0.001181	+1.0000
3192	9.0	+0.001342	-1.0000
3249	9.0	-0.001166	+1.0000
3302	9.0	-0.001190	+1.0000
3354	9.0	+0.001350	-1.0000
3393	10.0	-0.000975	+1.0000
3471	9.0	-0.001191	+1.0000
3490	9.0	+0.001273	-1.0000
3553	9.0	+0.001381	-1.0000
3717	10.0	-0.001026	+1.0000
4001	10.0	-0.001030	+1.0000
