grid_idx	shell	dV	q
1263	10.0	-0.000530	+1.0000
1266	14.0	+0.000468	-1.0000
1268	9.0	+0.001269	-1.0000
1271	9.0	+0.001119	-1.0000
1272	11.0	-0.000499	+1.0000
1273	15.0	-0.000510	+1.0000
1275	12.0	-0.000423	+1.0000
1280	10.0	+0.000664	-1.0000
1286	9.0	+0.001348	-1.0000
1287	11.0	-0.000393	+1.0000
1289	15.0	+0.000610	-1.0000
1292	13.0	-0.000421	+1.0000
1294	15.0	+0.000390	-1.0000
1298	10.0	+0.000448	-1.0000
1301	10.0	-0.000618	+1.0000
1302	10.0	-0.000837	+1.0000
1303	9.0	-0.001144	+1.0000
1304	13.0	-0.000420	+1.0000
1305	11.0	+0.000661	-1.0000
1307	13.0	+0.000598	-1.0000
1308	13.0	-0.000445	+1.0000
1309	11.0	+0.000632	-1.0000
1310	15.0	-0.000529	+1.0000
1315	12.0	+0.000746	-1.0000
1316	10.0	-0.000354	+1.0000
1317	13.0	-0.000568	+1.0000
1318	14.0	+0.000546	-1.0000
1321	14.0	+0.000382	-1.0000
1323	12.0	+0.000457	-1.0000
1327	12.0	-0.000575	+1.0000
1334	15.0	+0.000545	-1.0000
1335	14.0	-0.000414	+1.0000
1337	14.0	+0.000339	-1.0000
1338	9.0	+0.000692	-1.0000
1339	9.0	+0.000987	-1.0000
1342	14.0	-0.000575	+1.0000
1345	9.0	-0.001019	+1.0000
1346	15.0	-0.000454	+1.0000
1348	15.0	+0.000605	-1.0000
1349	9.0	+0.000873	-1.0000
1353	15.0	+0.000427	-1.0000
1355	10.0	-0.000357	+1.0000
1357	15.0	-0.000533	+1.0000
1359	10.0	+0.000758	-1.0000
1362	11.0	+0.000983	-1.0000
1363	12.0	-0.000476	+1.0000
1365	13.0	-0.000391	+1.0000
1366	12.0	-0.000355	+1.0000
1368	13.0	+0.000496	-1.0000
1369	15.0	+0.000544	-1.0000
1371	13.0	+0.000343	-1.0000
1372	14.0	-0.000396	+1.0000
1373	15.0	+0.000369	-1.0000
1374	14.0	+0.000619	-1.0000
1375	11.0	-0.000558	+1.0000
1377	11.0	+0.000430	-1.0000
1378	14.0	-0.000421	+1.0000
1382	12.0	+0.000619	-1.0000
1383	14.0	+0.000475	-1.0000
1387	13.0	+0.000635	-1.0000
1388	15.0	+0.000474	-1.0000
1390	9.0	-0.000443	+1.0000
1392	12.0	-0.000444	+1.0000
1395	10.0	-0.000869	+1.0000
1398	9.0	+0.000466	-1.0000
1402	9.0	-0.000388	+1.0000
1404	15.0	-0.000453	+1.0000
1405	11.0	+0.000813	-1.0000
1406	11.0	-0.000646	+1.0000
1410	10.0	+0.000727	-1.0000
1413	14.0	-0.000587	+1.0000
1414	11.0	-0.000376	+1.0000
1418	14.0	+0.000384	-1.0000
1422	13.0	-0.000388	+1.0000
1423	10.0	-0.000895	+1.0000
1425	14.0	+0.000687	-1.0000
1426	9.0	+0.001276	-1.0000
1427	13.0	+0.000326	-1.0000
1429	10.0	+0.001132	-1.0000
1430	11.0	-0.000888	+1.0000
1435	15.0	+0.000480	-1.0000
1437	10.0	-0.000421	+1.0000
1438	9.0	+0.001138	-1.0000
1439	9.0	+0.000553	-1.0000
1441	15.0	-0.000522	+1.0000
1443	14.0	-0.000404	+1.0000
1446	15.0	+0.000410	-1.0000
1447	12.0	-0.000425	+1.0000
1448	15.0	-0.000378	+1.0000
1449	14.0	+0.000615	-1.0000
1450	14.0	-0.000419	+1.0000
1451	15.0	+0.000418	-1.0000
1453	9.0	-0.001068	+1.0000
1454	11.0	-0.000576	+1.0000
1455	13.0	-0.000598	+1.0000
1458	12.0	+0.000883	-1.0000
1459	12.0	+0.000760	-1.0000
1460	11.0	-0.000461	+1.0000
1462	9.0	-0.000698	+1.0000
1467	14.0	+0.000402	-1.0000
1470	9.0	-0.000514	+1.0000
1471	15.0	-0.000484	+1.0000
1474	10.0	-0.000402	+1.0000
1477	15.0	+0.000439	-1.0000
1479	12.0	+0.000689	-1.0000
1486	10.0	-0.000982	+1.0000
1487	9.0	+0.001179	-1.0000
1488	14.0	+0.000378	-1.0000
1489	11.0	+0.000872	-1.0000
1490	11.0	-0.000790	+1.0000
1494	9.0	+0.000558	-1.0000
1501	12.0	+0.000783	-1.0000
1502	10.0	-0.000740	+1.0000
1509	9.0	-0.001090	+1.0000
1510	11.0	-0.000485	+1.0000
1513	11.0	-0.000529	+1.0000
1514	14.0	-0.000351	+1.0000
1516	12.0	-0.000726	+1.0000
1517	14.0	+0.000432	-1.0000
1518	9.0	+0.001364	-1.0000
1519	12.0	-0.000470	+1.0000
1520	14.0	+0.000649	-1.0000
1524	13.0	-0.000635	+1.0000
1526	13.0	-0.000379	+1.0000
1527	12.0	-0.000538	+1.0000
1528	11.0	+0.000851	-1.0000
1529	11.0	-0.000849	+1.0000
1530	15.0	+0.000344	-1.0000
1533	13.0	-0.000537	+1.0000
1535	9.0	-0.000634	+1.0000
1536	11.0	-0.000433	+1.0000
1537	12.0	+0.000636	-1.0000
1539	12.0	-0.000515	+1.0000
1540	13.0	-0.000489	+1.0000
1541	13.0	-0.000421	+1.0000
1542	11.0	-0.000404	+1.0000
1543	9.0	-0.000380	+1.0000
1545	10.0	-0.000380	+1.0000
1546	11.0	-0.000703	+1.0000
1549	9.0	-0.000617	+1.0000
1550	12.0	-0.000388	+1.0000
1551	14.0	+0.000432	-1.0000
1552	10.0	-0.000513	+1.0000
1555	13.0	+0.000499	-1.0000
1556	10.0	+0.001155	-1.0000
1557	10.0	-0.000618	+1.0000
1560	15.0	+0.000577	-1.0000
1562	14.0	+0.000576	-1.0000
1563	12.0	+0.000883	-1.0000
1564	13.0	-0.000463	+1.0000
1565	9.0	+0.000846	-1.0000
1567	11.0	+0.000837	-1.0000
1570	15.0	+0.000319	-1.0000
1571	11.0	-0.000516	+1.0000
1574	14.0	-0.000402	+1.0000
1576	14.0	+0.000482	-1.0000
1578	10.0	-0.000506	+1.0000
1580	9.0	+0.000589	-1.0000
1581	9.0	-0.000516	+1.0000
1582	11.0	-0.000402	+1.0000
1583	13.0	-0.000413	+1.0000
1584	10.0	+0.000594	-1.0000
1585	14.0	-0.000529	+1.0000
1587	14.0	+0.000674	-1.0000
1588	15.0	+0.000386	-1.0000
1589	13.0	-0.000413	+1.0000
1593	14.0	+0.000543	-1.0000
1595	12.0	+0.000659	-1.0000
1602	10.0	+0.000868	-1.0000
1603	12.0	+0.000528	-1.0000
1605	14.0	-0.000498	+1.0000
1606	13.0	+0.000748	-1.0000
1607	12.0	+0.000856	-1.0000
1608	13.0	+0.000515	-1.0000
1610	11.0	+0.000658	-1.0000
1611	12.0	-0.000451	+1.0000
1617	13.0	+0.000739	-1.0000
1618	9.0	+0.000591	-1.0000
1619	15.0	+0.000578	-1.0000
1622	9.0	+0.001224	-1.0000
1624	10.0	-0.000371	+1.0000
1626	14.0	-0.000510	+1.0000
1629	9.0	-0.000590	+1.0000
1632	10.0	-0.000677	+1.0000
1633	11.0	-0.000609	+1.0000
1634	14.0	-0.000376	+1.0000
1635	15.0	-0.000396	+1.0000
1637	15.0	-0.000369	+1.0000
1639	14.0	-0.000353	+1.0000
1640	13.0	+0.000724	-1.0000
1641	15.0	-0.000535	+1.0000
1643	15.0	-0.000408	+1.0000
1646	14.0	+0.000497	-1.0000
1647	12.0	-0.000379	+1.0000
1653	15.0	+0.000487	-1.0000
1657	15.0	+0.000617	-1.0000
1658	15.0	+0.000570	-1.0000
1660	13.0	+0.000456	-1.0000
1663	11.0	-0.000743	+1.0000
1664	14.0	+0.000412	-1.0000
1668	9.0	+0.000634	-1.0000
1671	12.0	-0.000566	+1.0000
1672	9.0	-0.001131	+1.0000
1674	10.0	+0.000369	-1.0000
1676	9.0	+0.001169	-1.0000
1678	11.0	+0.000464	-1.0000
1680	11.0	+0.000800	-1.0000
1684	10.0	-0.000756	+1.0000
1685	11.0	+0.000701	-1.0000
1686	13.0	+0.000721	-1.0000
1687	15.0	-0.000375	+1.0000
1688	12.0	+0.000849	-1.0000
1689	13.0	+0.000633	-1.0000
1690	10.0	-0.000382	+1.0000
1692	15.0	-0.000455	+1.0000
1693	14.0	+0.000596	-1.0000
1694	10.0	+0.000465	-1.0000
1696	10.0	-0.000782	+1.0000
1698	9.0	+0.000994	-1.0000
1704	11.0	+0.000937	-1.0000
1706	12.0	+0.000819	-1.0000
1707	12.0	+0.000586	-1.0000
1708	13.0	-0.000588	+1.0000
1709	10.0	-0.000620	+1.0000
1711	10.0	-0.000561	+1.0000
1712	15.0	-0.000471	+1.0000
1714	9.0	+0.000330	-1.0000
1715	11.0	+0.000715	-1.0000
1718	9.0	-0.000754	+1.0000
1721	12.0	-0.000721	+1.0000
1724	12.0	-0.000362	+1.0000
1725	10.0	+0.000452	-1.0000
1726	14.0	+0.000371	-1.0000
1729	15.0	-0.000497	+1.0000
1731	14.0	-0.000593	+1.0000
1732	13.0	+0.000523	-1.0000
1733	11.0	-0.000727	+1.0000
1735	10.0	+0.000705	-1.0000
1736	13.0	-0.000360	+1.0000
1737	10.0	+0.000668	-1.0000
1740	12.0	+0.000714	-1.0000
1741	11.0	-0.000880	+1.0000
1744	13.0	+0.000417	-1.0000
1745	13.0	-0.000648	+1.0000
1746	15.0	+0.000330	-1.0000
1748	14.0	-0.000475	+1.0000
1749	13.0	+0.000546	-1.0000
1750	12.0	+0.000508	-1.0000
1753	10.0	+0.001157	-1.0000
1755	15.0	-0.000437	+1.0000
1758	12.0	-0.000358	+1.0000
1759	12.0	+0.000759	-1.0000
1761	15.0	-0.000417	+1.0000
1762	13.0	+0.000767	-1.0000
1763	15.0	-0.000495	+1.0000
1764	10.0	-0.000396	+1.0000
1766	14.0	-0.000505	+1.0000
1767	15.0	-0.000394	+1.0000
1770	12.0	-0.000397	+1.0000
1772	14.0	-0.000574	+1.0000
1773	10.0	-0.000798	+1.0000
1778	9.0	+0.000968	-1.0000
1783	15.0	-0.000433	+1.0000
1785	9.0	-0.001028	+1.0000
1786	15.0	+0.000419	-1.0000
1791	10.0	+0.000645	-1.0000
1792	15.0	+0.000499	-1.0000
1795	11.0	+0.000917	-1.0000
1797	11.0	+0.000761	-1.0000
1799	14.0	-0.000409	+1.0000
1800	13.0	-0.000446	+1.0000
1801	14.0	-0.000497	+1.0000
1803	10.0	-0.000451	+1.0000
1807	13.0	+0.000701	-1.0000
1809	9.0	+0.000544	-1.0000
1810	14.0	+0.000644	-1.0000
1811	10.0	-0.000980	+1.0000
1812	9.0	-0.000622	+1.0000
1813	13.0	-0.000417	+1.0000
1814	10.0	-0.000482	+1.0000
1815	10.0	-0.000413	+1.0000
1817	13.0	+0.000530	-1.0000
1818	11.0	-0.000746	+1.0000
1819	9.0	-0.000924	+1.0000
1827	12.0	+0.000735	-1.0000
1828	12.0	-0.000390	+1.0000
1829	14.0	+0.000439	-1.0000
1832	14.0	-0.000562	+1.0000
1836	9.0	-0.000691	+1.0000
1841	15.0	+0.000494	-1.0000
1843	15.0	+0.000468	-1.0000
1844	9.0	+0.000955	-1.0000
1845	15.0	+0.000462	-1.0000
1847	9.0	+0.001067	-1.0000
1851	13.0	-0.000477	+1.0000
1853	11.0	-0.000573	+1.0000
1854	13.0	+0.000777	-1.0000
1855	10.0	+0.000918	-1.0000
1856	9.0	+0.000568	-1.0000
1857	14.0	+0.000573	-1.0000
1858	13.0	-0.000506	+1.0000
1859	12.0	-0.000527	+1.0000
1861	13.0	-0.000492	+1.0000
1863	13.0	+0.000762	-1.0000
1866	9.0	+0.001349	-1.0000
1875	12.0	-0.000501	+1.0000
1877	15.0	+0.000484	-1.0000
1878	14.0	+0.000673	-1.0000
1881	10.0	-0.000412	+1.0000
1883	12.0	+0.000722	-1.0000
1884	15.0	+0.000353	-1.0000
1889	10.0	+0.000472	-1.0000
1891	13.0	+0.000466	-1.0000
1892	9.0	+0.001273	-1.0000
1895	14.0	+0.000511	-1.0000
1896	12.0	+0.000600	-1.0000
1898	11.0	+0.000675	-1.0000
1899	13.0	-0.000607	+1.0000
1900	13.0	+0.000581	-1.0000
1901	13.0	+0.000373	-1.0000
1903	14.0	+0.000579	-1.0000
1906	9.0	-0.001059	+1.0000
1907	12.0	-0.000467	+1.0000
1908	12.0	-0.000767	+1.0000
1909	11.0	+0.000682	-1.0000
1910	11.0	-0.000674	+1.0000
1913	15.0	+0.000562	-1.0000
1916	10.0	-0.000741	+1.0000
1924	14.0	+0.000463	-1.0000
1927	9.0	-0.000474	+1.0000
1928	14.0	+0.000549	-1.0000
1929	12.0	-0.000588	+1.0000
1930	14.0	+0.000597	-1.0000
1932	9.0	+0.001367	-1.0000
1934	10.0	-0.000380	+1.0000
1935	10.0	+0.001077	-1.0000
1936	12.0	+0.000694	-1.0000
1937	14.0	-0.000473	+1.0000
1939	10.0	-0.000570	+1.0000
1941	11.0	-0.000546	+1.0000
1944	10.0	+0.001030	-1.0000
1947	11.0	-0.000530	+1.0000
1948	14.0	+0.000538	-1.0000
1949	9.0	-0.000363	+1.0000
1950	13.0	-0.000532	+1.0000
1953	12.0	-0.000533	+1.0000
1954	9.0	+0.000412	-1.0000
1956	11.0	-0.000801	+1.0000
1957	10.0	-0.000694	+1.0000
1958	14.0	-0.000357	+1.0000
1962	13.0	+0.000738	-1.0000
1963	14.0	-0.000485	+1.0000
1967	14.0	-0.000477	+1.0000
1970	13.0	+0.000633	-1.0000
1974	9.0	-0.001207	+1.0000
1975	13.0	-0.000353	+1.0000
1986	12.0	+0.000398	-1.0000
1987	9.0	-0.000531	+1.0000
1988	12.0	-0.000605	+1.0000
1990	12.0	-0.000517	+1.0000
1991	14.0	+0.000587	-1.0000
1993	14.0	+0.000657	-1.0000
1995	13.0	-0.000442	+1.0000
1998	15.0	+0.000584	-1.0000
1999	10.0	+0.000393	-1.0000
2001	12.0	-0.000408	+1.0000
2002	10.0	-0.000566	+1.0000
2005	15.0	+0.000338	-1.0000
2006	11.0	+0.000966	-1.0000
2011	11.0	+0.000647	-1.0000
2013	15.0	-0.000532	+1.0000
2014	9.0	+0.000701	-1.0000
2016	11.0	-0.000630	+1.0000
2017	13.0	-0.000411	+1.0000
2019	15.0	-0.000453	+1.0000
2020	15.0	-0.000442	+1.0000
2022	13.0	+0.000420	-1.0000
2024	9.0	+0.000695	-1.0000
2025	13.0	-0.000356	+1.0000
2026	15.0	+0.000507	-1.0000
2027	14.0	+0.000397	-1.0000
2029	15.0	-0.000443	+1.0000
2030	14.0	+0.000686	-1.0000
2032	11.0	-0.000659	+1.0000
2034	12.0	+0.000878	-1.0000
2035	10.0	-0.000357	+1.0000
2036	10.0	+0.000495	-1.0000
2037	15.0	+0.000532	-1.0000
2038	12.0	+0.000377	-1.0000
2041	9.0	-0.001182	+1.0000
2042	12.0	+0.000389	-1.0000
2045	13.0	-0.000383	+1.0000
2048	12.0	-0.000620	+1.0000
2049	14.0	+0.000511	-1.0000
2050	14.0	-0.000432	+1.0000
2051	12.0	-0.000559	+1.0000
2052	15.0	+0.000608	-1.0000
2053	13.0	+0.000397	-1.0000
2056	9.0	-0.000430	+1.0000
2057	13.0	+0.000764	-1.0000
2058	12.0	+0.000368	-1.0000
2060	12.0	-0.000751	+1.0000
2062	13.0	+0.000617	-1.0000
2063	14.0	-0.000602	+1.0000
2064	15.0	-0.000407	+1.0000
2065	15.0	-0.000511	+1.0000
2066	13.0	-0.000559	+1.0000
2071	10.0	-0.000398	+1.0000
2073	13.0	+0.000402	-1.0000
2076	15.0	+0.000484	-1.0000
2077	13.0	-0.000361	+1.0000
2078	10.0	+0.000924	-1.0000
2080	14.0	-0.000442	+1.0000
2081	10.0	+0.001084	-1.0000
2082	13.0	+0.000502	-1.0000
2084	15.0	-0.000532	+1.0000
2085	14.0	-0.000546	+1.0000
2091	11.0	-0.000373	+1.0000
2096	15.0	-0.000397	+1.0000
2098	10.0	+0.000350	-1.0000
2099	15.0	-0.000352	+1.0000
2101	10.0	+0.001089	-1.0000
2103	14.0	+0.000577	-1.0000
2105	10.0	+0.000932	-1.0000
2109	11.0	-0.000840	+1.0000
2110	9.0	+0.000732	-1.0000
2112	14.0	-0.000420	+1.0000
2113	15.0	+0.000548	-1.0000
2114	15.0	+0.000563	-1.0000
2115	11.0	+0.000485	-1.0000
2116	14.0	+0.000612	-1.0000
2117	14.0	+0.000512	-1.0000
2118	14.0	+0.000562	-1.0000
2119	15.0	-0.000532	+1.0000
2121	10.0	+0.000963	-1.0000
2122	15.0	+0.000604	-1.0000
2125	9.0	-0.000410	+1.0000
2126	13.0	+0.000436	-1.0000
2127	15.0	-0.000485	+1.0000
2131	13.0	-0.000616	+1.0000
2132	9.0	+0.001065	-1.0000
2133	10.0	-0.000407	+1.0000
2137	12.0	+0.000668	-1.0000
2139	11.0	+0.000894	-1.0000
2140	15.0	-0.000470	+1.0000
2142	14.0	-0.000538	+1.0000
2143	11.0	-0.000791	+1.0000
2144	15.0	+0.000573	-1.0000
2146	15.0	-0.000411	+1.0000
2149	9.0	+0.000573	-1.0000
2151	12.0	+0.000674	-1.0000
2153	10.0	+0.000420	-1.0000
2154	15.0	+0.000528	-1.0000
2155	15.0	-0.000388	+1.0000
2156	12.0	-0.000347	+1.0000
2158	13.0	+0.000367	-1.0000
2163	10.0	+0.001156	-1.0000
2164	14.0	-0.000583	+1.0000
2166	11.0	+0.000419	-1.0000
2168	9.0	-0.000561	+1.0000
2171	12.0	-0.000346	+1.0000
2172	11.0	-0.000786	+1.0000
2174	14.0	-0.000380	+1.0000
2175	11.0	+0.000522	-1.0000
2176	15.0	+0.000384	-1.0000
2177	10.0	+0.000722	-1.0000
2178	10.0	+0.000706	-1.0000
2179	9.0	+0.001197	-1.0000
2180	10.0	+0.000815	-1.0000
2184	13.0	-0.000429	+1.0000
2185	13.0	-0.000599	+1.0000
2187	15.0	+0.000444	-1.0000
2192	11.0	+0.000874	-1.0000
2198	13.0	-0.000562	+1.0000
2199	9.0	-0.000809	+1.0000
2200	10.0	+0.000439	-1.0000
2202	12.0	+0.000849	-1.0000
2203	14.0	-0.000528	+1.0000
2205	9.0	-0.000784	+1.0000
2206	9.0	+0.000351	-1.0000
2207	12.0	+0.000562	-1.0000
2208	10.0	+0.001124	-1.0000
2209	10.0	+0.000849	-1.0000
2210	15.0	+0.000556	-1.0000
2213	15.0	-0.000490	+1.0000
2216	9.0	-0.000890	+1.0000
2217	14.0	-0.000413	+1.0000
2218	15.0	-0.000372	+1.0000
2219	11.0	-0.000383	+1.0000
2222	13.0	-0.000573	+1.0000
2225	15.0	+0.000618	-1.0000
2229	10.0	-0.000581	+1.0000
2232	11.0	-0.000540	+1.0000
2233	10.0	-0.000648	+1.0000
2234	9.0	+0.000730	-1.0000
2236	14.0	+0.000516	-1.0000
2237	10.0	+0.000711	-1.0000
2242	11.0	-0.000741	+1.0000
2243	13.0	+0.000647	-1.0000
2244	15.0	+0.000465	-1.0000
2245	15.0	-0.000432	+1.0000
2246	14.0	-0.000518	+1.0000
2247	15.0	+0.000388	-1.0000
2248	9.0	+0.000796	-1.0000
2253	15.0	+0.000503	-1.0000
2255	12.0	+0.000330	-1.0000
2256	12.0	+0.000547	-1.0000
2257	11.0	-0.000592	+1.0000
2258	10.0	-0.000478	+1.0000
2259	13.0	+0.000542	-1.0000
2262	15.0	+0.000435	-1.0000
2263	12.0	-0.000677	+1.0000
2265	11.0	-0.000744	+1.0000
2266	11.0	-0.000662	+1.0000
2267	11.0	+0.000889	-1.0000
2269	12.0	+0.000381	-1.0000
2272	10.0	+0.000947	-1.0000
2273	15.0	+0.000572	-1.0000
2274	13.0	+0.000658	-1.0000
2277	9.0	-0.000611	+1.0000
2282	15.0	+0.000478	-1.0000
2284	10.0	-0.000564	+1.0000
2285	15.0	-0.000360	+1.0000
2287	15.0	+0.000525	-1.0000
2289	11.0	+0.000722	-1.0000
2290	12.0	-0.000501	+1.0000
2292	11.0	+0.000588	-1.0000
2294	14.0	+0.000342	-1.0000
2295	15.0	+0.000548	-1.0000
2297	13.0	+0.000674	-1.0000
2302	13.0	+0.000442	-1.0000
2309	12.0	-0.000590	+1.0000
2310	15.0	-0.000355	+1.0000
2311	14.0	-0.000597	+1.0000
2312	9.0	-0.000348	+1.0000
2317	15.0	-0.000382	+1.0000
2318	10.0	+0.001190	-1.0000
2320	15.0	+0.000518	-1.0000
2323	12.0	+0.000846	-1.0000
2325	14.0	-0.000386	+1.0000
2326	12.0	+0.000739	-1.0000
2327	9.0	+0.000426	-1.0000
2328	9.0	+0.000798	-1.0000
2329	12.0	-0.000399	+1.0000
2332	15.0	-0.000391	+1.0000
2333	14.0	-0.000485	+1.0000
2335	15.0	-0.000368	+1.0000
2338	14.0	+0.000693	-1.0000
2340	14.0	+0.000352	-1.0000
2342	10.0	+0.000463	-1.0000
2344	15.0	+0.000348	-1.0000
2347	9.0	+0.000335	-1.0000
2350	9.0	+0.001068	-1.0000
2351	9.0	-0.000736	+1.0000
2353	11.0	+0.000929	-1.0000
2355	12.0	-0.000662	+1.0000
2358	15.0	+0.000386	-1.0000
2359	12.0	-0.000502	+1.0000
2363	14.0	+0.000660	-1.0000
2364	12.0	+0.000708	-1.0000
2365	9.0	-0.000421	+1.0000
2370	9.0	+0.000676	-1.0000
2371	15.0	-0.000492	+1.0000
2372	10.0	+0.000981	-1.0000
2378	10.0	-0.000367	+1.0000
2379	13.0	-0.000622	+1.0000
2382	12.0	-0.000406	+1.0000
2383	15.0	-0.000462	+1.0000
2389	14.0	-0.000490	+1.0000
2390	12.0	-0.000414	+1.0000
2391	13.0	+0.000690	-1.0000
2392	10.0	+0.000869	-1.0000
2394	9.0	+0.001042	-1.0000
2396	15.0	+0.000381	-1.0000
2397	10.0	-0.000387	+1.0000
2399	11.0	+0.000903	-1.0000
2400	11.0	+0.000528	-1.0000
2401	12.0	+0.000829	-1.0000
2403	14.0	+0.000447	-1.0000
2405	9.0	+0.001393	-1.0000
2406	14.0	+0.000357	-1.0000
2409	15.0	-0.000394	+1.0000
2414	10.0	-0.000960	+1.0000
2417	14.0	-0.000476	+1.0000
2419	10.0	-0.000367	+1.0000
2420	14.0	-0.000446	+1.0000
2421	14.0	+0.000640	-1.0000
2424	12.0	-0.000401	+1.0000
2426	13.0	+0.000431	-1.0000
2427	14.0	-0.000600	+1.0000
2429	12.0	+0.000867	-1.0000
2430	15.0	-0.000354	+1.0000
2431	15.0	+0.000485	-1.0000
2435	10.0	-0.000578	+1.0000
2438	13.0	-0.000645	+1.0000
2442	13.0	+0.000709	-1.0000
2444	15.0	-0.000388	+1.0000
2448	11.0	-0.000842	+1.0000
2449	9.0	+0.000870	-1.0000
2451	14.0	-0.000583	+1.0000
2453	10.0	-0.000754	+1.0000
2458	12.0	+0.000777	-1.0000
2460	15.0	-0.000366	+1.0000
2463	9.0	+0.000722	-1.0000
2464	12.0	+0.000531	-1.0000
2465	11.0	-0.000801	+1.0000
2467	10.0	-0.000433	+1.0000
2468	15.0	+0.000382	-1.0000
2472	11.0	-0.000534	+1.0000
2477	13.0	-0.000625	+1.0000
2478	12.0	+0.000746	-1.0000
2481	12.0	+0.000816	-1.0000
2482	10.0	+0.000476	-1.0000
2484	12.0	+0.000603	-1.0000
2485	9.0	-0.001027	+1.0000
2486	10.0	-0.000705	+1.0000
2489	11.0	+0.000406	-1.0000
2490	12.0	+0.000575	-1.0000
2491	13.0	-0.000596	+1.0000
2504	15.0	+0.000388	-1.0000
2505	11.0	-0.000539	+1.0000
2506	9.0	-0.000712	+1.0000
2507	9.0	-0.000773	+1.0000
2508	14.0	+0.000624	-1.0000
2509	12.0	-0.000715	+1.0000
2510	10.0	+0.001039	-1.0000
2511	15.0	-0.000519	+1.0000
2512	14.0	-0.000498	+1.0000
2515	11.0	+0.001010	-1.0000
2516	15.0	+0.000550	-1.0000
2517	10.0	-0.000379	+1.0000
2518	14.0	-0.000403	+1.0000
2519	12.0	+0.000815	-1.0000
2522	15.0	+0.000344	-1.0000
2524	13.0	+0.000646	-1.0000
2525	11.0	-0.000724	+1.0000
2529	13.0	-0.000416	+1.0000
2535	9.0	-0.000354	+1.0000
2536	13.0	-0.000524	+1.0000
2537	11.0	-0.000579	+1.0000
2538	9.0	+0.001404	-1.0000
2539	13.0	-0.000448	+1.0000
2540	9.0	-0.000442	+1.0000
2541	9.0	-0.001164	+1.0000
2543	10.0	+0.001186	-1.0000
2546	15.0	-0.000397	+1.0000
2549	12.0	+0.000404	-1.0000
2550	15.0	+0.000343	-1.0000
2551	15.0	+0.000552	-1.0000
2552	10.0	+0.000724	-1.0000
2555	10.0	-0.000965	+1.0000
2560	15.0	-0.000508	+1.0000
2561	15.0	-0.000436	+1.0000
2562	13.0	+0.000430	-1.0000
2564	11.0	+0.000857	-1.0000
2566	10.0	-0.000802	+1.0000
2571	11.0	-0.000729	+1.0000
2573	11.0	-0.000685	+1.0000
2576	14.0	+0.000528	-1.0000
2577	10.0	-0.000366	+1.0000
2578	12.0	+0.000811	-1.0000
2579	11.0	+0.000364	-1.0000
2582	13.0	+0.000322	-1.0000
2584	11.0	-0.000664	+1.0000
2586	13.0	+0.000718	-1.0000
2587	10.0	+0.000542	-1.0000
2588	15.0	-0.000464	+1.0000
2589	11.0	+0.000331	-1.0000
2591	15.0	-0.000412	+1.0000
2592	12.0	-0.000759	+1.0000
2593	13.0	-0.000446	+1.0000
2594	15.0	+0.000523	-1.0000
2595	14.0	+0.000511	-1.0000
2597	15.0	+0.000344	-1.0000
2601	11.0	-0.000510	+1.0000
2604	14.0	+0.000338	-1.0000
2606	10.0	-0.000552	+1.0000
2608	13.0	-0.000669	+1.0000
2611	10.0	+0.001108	-1.0000
2615	13.0	+0.000749	-1.0000
2616	10.0	+0.001019	-1.0000
2620	12.0	+0.000552	-1.0000
2621	12.0	-0.000407	+1.0000
2622	10.0	+0.000423	-1.0000
2623	9.0	-0.000986	+1.0000
2627	11.0	-0.000410	+1.0000
2630	10.0	+0.000529	-1.0000
2631	9.0	+0.001294	-1.0000
2632	10.0	-0.000508	+1.0000
2635	15.0	+0.000417	-1.0000
2637	15.0	+0.000534	-1.0000
2642	11.0	+0.000360	-1.0000
2643	15.0	+0.000391	-1.0000
2644	11.0	-0.000572	+1.0000
2645	12.0	+0.000749	-1.0000
2647	9.0	+0.000493	-1.0000
2649	10.0	+0.000814	-1.0000
2650	12.0	-0.000582	+1.0000
2651	11.0	+0.000652	-1.0000
2655	15.0	+0.000447	-1.0000
2656	15.0	+0.000586	-1.0000
2658	13.0	+0.000723	-1.0000
2664	13.0	+0.000343	-1.0000
2665	13.0	+0.000413	-1.0000
2669	15.0	-0.000371	+1.0000
2671	14.0	-0.000529	+1.0000
2672	10.0	+0.000438	-1.0000
2674	11.0	+0.000394	-1.0000
2675	12.0	+0.000721	-1.0000
2676	11.0	-0.000845	+1.0000
2677	9.0	+0.000966	-1.0000
2679	10.0	-0.000764	+1.0000
2682	15.0	-0.000418	+1.0000
2685	15.0	+0.000324	-1.0000
2688	10.0	+0.001076	-1.0000
2691	14.0	-0.000513	+1.0000
2695	9.0	-0.000737	+1.0000
2699	14.0	+0.000470	-1.0000
2700	13.0	+0.000322	-1.0000
2705	11.0	+0.000546	-1.0000
2707	11.0	+0.000318	-1.0000
2709	12.0	-0.000352	+1.0000
2710	13.0	-0.000605	+1.0000
2711	12.0	-0.000435	+1.0000
2712	15.0	-0.000515	+1.0000
2713	15.0	+0.000340	-1.0000
2714	9.0	-0.000647	+1.0000
2715	12.0	+0.000805	-1.0000
2717	10.0	-0.000562	+1.0000
2720	15.0	-0.000440	+1.0000
2722	13.0	+0.000742	-1.0000
2723	13.0	-0.000522	+1.0000
2725	13.0	-0.000514	+1.0000
2727	13.0	+0.000672	-1.0000
2730	12.0	-0.000753	+1.0000
2731	14.0	-0.000402	+1.0000
