grid_idx	shell	dV	q
52	2.0	-0.001060	-0.0803
57	2.0	-0.001578	+0.0317
129	2.0	+0.009337	-0.2018
447	2.0	-0.008623	+1.0000
784	2.0	-0.008628	+0.1068
823	2.0	-0.002049	+0.1436
900	2.0	+0.008232	-1.0000
